Frame,NG,NH,T5,TRQ,OIL_PRESS,OIL_TEMP,FF,SPEED,ALT,Unnamed: 10
49,71.469779968262,89.888359069824,519.49768066406,160.04193299011,79.552665710449,60.509094238281,174.36824035645,104.26184844971,12070.916015625, 
50,71.313262939453,90.14852142334,518.4755859375,154.61108252563,79.475967407227,60.500205993652,173.70741271973,104.22464752197,12071.650390625, 
51,71.156402587891,90.374847412109,517.45129394531,149.18382217407,79.39786529541,60.490650177002,173.09280395508,104.18370819092,12072.409179688, 
52,71.006446838379,90.570198059082,516.47210693359,144.11628213318,79.322090148926,60.480869293213,172.47695922852,104.14080810547,12073.153320313, 
53,70.865226745605,90.730491638184,515.54992675781,139.49159771362,79.24974822998,60.471031188965,171.88818359375,104.09673309326,12073.874023438, 
54,70.731346130371,90.858055114746,514.67572021484,135.24641861572,79.180282592773,60.461090087891,171.33361816406,104.05133056641,12074.577148438, 
55,70.602058410645,90.956733703613,513.83142089844,131.27209609314,79.112358093262,60.450870513916,170.80776977539,104.00380706787,12075.276367188, 
56,70.480087280273,91.028167724609,513.03497314453,127.67543319153,79.047554016113,60.440624237061,170.29997253418,103.95539093018,12075.956054688, 
57,70.360885620117,91.0751953125,512.25659179688,124.28224753601,78.983497619629,60.429996490479,169.82073974609,103.90438842773,12076.63671875, 
58,70.249267578125,91.098754882813,511.52770996094,121.26560732849,78.922904968262,60.419448852539,169.35244750977,103.85312652588,12077.29296875, 
59,70.138656616211,91.101341247559,510.80541992188,118.39045583435,78.862228393555,60.408374786377,168.91374206543,103.79863739014,12077.9609375, 
60,70.026268005371,91.083465576172,510.07153320313,115.58292000916,78.799896240234,60.396438598633,168.47886657715,103.73919677734,12078.661132813, 
61,69.925796508789,91.045906066895,509.41546630859,113.27893409668,78.743721008301,60.385150909424,168.03727722168,103.68251037598,12079.3046875, 
62,69.827575683594,90.995712280273,508.77407836914,111.71034736389,78.688316345215,60.373489379883,167.64221191406,103.62351989746,12079.954101563, 
63,69.734924316406,90.935089111328,508.16906738281,110.94276096497,78.635635375977,60.361885070801,167.25605773926,103.564453125,12080.58203125, 
64,69.64134979248,90.865585327148,507.55801391602,110.6612578479,78.581954956055,60.349517822266,166.89155578613,103.50112915039,12081.235351563, 
65,69.551239013672,90.786239624023,506.96960449219,110.7978734613,78.529861450195,60.336940765381,166.52346801758,103.43650817871,12081.884765625, 
66,69.465484619141,90.700889587402,506.40960693359,111.22619981689,78.479934692383,60.324325561523,166.16897583008,103.3715057373,12082.521484375, 
67,69.381820678711,90.611328125,505.86328125,111.84721057129,78.430877685547,60.31135559082,165.83149719238,103.30455780029,12083.161132813, 
68,69.300804138184,90.517677307129,505.3342590332,112.60202337097,78.383041381836,60.298126220703,165.50221252441,103.23622131348,12083.796875, 
69,69.224136352539,90.421585083008,504.83361816406,113.43730421875,78.337501525879,60.284957885742,165.1833190918,103.1682434082,12084.418945313, 
70,69.150566101074,90.325012207031,504.35321044922,114.31837870117,78.293548583984,60.271675109863,164.88143920898,103.09978485107,12085.033203125, 
71,69.079833984375,90.228157043457,503.8913269043,115.22134274353,78.25106048584,60.258270263672,164.59170532227,103.0308303833,12085.639648438, 
72,69.010963439941,90.131416320801,503.44158935547,116.13457068237,78.209457397461,60.244571685791,164.3130645752,102.96057128906,12086.248046875, 
73,68.94359588623,90.034797668457,503.0016784668,117.04826004639,78.16854095459,60.230503082275,164.04167175293,102.88870239258,12086.861328125, 
74,68.880744934082,89.940757751465,502.59127807617,117.92916571472,78.130195617676,60.216743469238,163.77626037598,102.8187713623,12087.450195313, 
75,68.818099975586,89.850784301758,502.18218994141,118.79585723694,78.091766357422,60.202365875244,163.52842712402,102.74605560303,12088.053710938, 
76,68.758491516113,89.763214111328,501.79293823242,119.62326009399,78.054992675781,60.188011169434,163.28144836426,102.67391204834,12088.647460938, 
77,68.702270507813,89.681503295898,501.42581176758,120.39997370789,78.020126342773,60.173824310303,163.04640197754,102.60308074951,12089.224609375, 
78,68.64559173584,89.60457611084,501.05572509766,121.14527664734,77.984756469727,60.158828735352,162.8244934082,102.52870178223,12089.82421875, 
79,68.593032836914,89.531616210938,500.71249389648,121.82771322083,77.951805114746,60.144264221191,162.60092163086,102.45705413818,12090.395507813, 
80,68.541053771973,89.465888977051,500.37307739258,122.46088984375,77.919044494629,60.129180908203,162.39340209961,102.38344573975,12090.978515625, 
81,68.490905761719,89.404830932617,500.0456237793,123.03588187805,77.887283325195,60.113948822021,162.18815612793,102.309715271,12091.557617188, 
82,68.443496704102,89.349868774414,499.73602294922,123.54745608704,77.857139587402,60.098888397217,161.99011230469,102.23748016357,12092.12109375, 
83,68.395820617676,89.301048278809,499.42471313477,124.00188110046,77.826675415039,60.083038330078,161.80268859863,102.16215515137,12092.70703125, 
84,68.350898742676,89.256736755371,499.13137817383,124.39356354492,77.797866821289,60.067417144775,161.61431884766,102.08866119385,12093.276367188, 
85,68.308120727539,89.219253540039,498.85202026367,124.72277352295,77.77033996582,60.05188369751,161.43672180176,102.01628112793,12093.833007813, 
86,68.265190124512,89.187973022461,498.57168579102,124.9861797699,77.742584228516,60.035583496094,161.2674407959,101.94107818604,12094.408203125, 
87,68.224807739258,89.161193847656,498.30798339844,125.19103003723,77.716400146484,60.019561767578,161.09765625,101.86795806885,12094.963867188, 
88,68.183837890625,89.140724182129,498.04046630859,125.323819198,77.689720153809,60.002571105957,160.93769836426,101.79119873047,12095.544921875, 
89,68.144813537598,89.124176025391,497.78564453125,125.40039326782,77.664237976074,59.985652923584,160.77551269531,101.71562957764,12096.114257813, 
90,68.108299255371,89.112350463867,497.54718017578,125.42942929077,77.640327453613,59.969127655029,160.62101745605,101.64264678955,12096.663085938, 
91,68.072189331055,89.105400085449,497.31140136719,125.3958240332,77.616607666016,59.952068328857,160.47627258301,101.56810760498,12097.220703125, 
92,68.036659240723,89.101928710938,497.0793762207,125.30400042419,77.593200683594,59.934532165527,160.33309936523,101.49234008789,12097.786132813, 
93,68.045501708984,89.101257324219,497.13711547852,125.54862329041,77.571983337402,59.917819976807,160.19230651855,101.42095184326,12098.317382813, 
94,68.110687255859,89.107635498047,497.5627746582,126.24150382874,77.551864624023,59.900466918945,160.22470092773,101.34759521484,12098.860351563, 
95,68.231498718262,89.120391845703,498.35168457031,127.3639599469,77.534027099609,59.882709503174,160.47700500488,101.27331542969,12099.408203125, 
96,68.398475646973,89.138809204102,499.44204711914,128.72655973083,77.519866943359,59.86531829834,160.94651794434,101.2013168335,12099.936523438, 
97,68.614639282227,89.163352966309,500.85360717773,130.32438506348,77.509330749512,59.847644805908,161.59620666504,101.12886810303,12100.467773438, 
98,68.87523651123,89.192657470703,502.55529785156,131.95210174377,77.503112792969,59.829940795898,162.43788146973,101.05694580078,12100.993164063, 
99,69.176498413086,89.22509765625,504.52252197266,133.38860833496,77.501594543457,59.81229019165,163.45301818848,100.98587036133,12101.508789063, 
100,69.498886108398,89.25870513916,506.62771606445,134.27663795776,77.50505065918,59.794357299805,164.62686157227,100.91423034668,12102.026367188, 
101,69.825088500977,89.28929901123,508.75784301758,134.27902386353,77.513336181641,59.776332855225,165.88314819336,100.84279632568,12102.541015625, 
102,70.146430969238,89.313026428223,510.85620117188,133.2622341095,77.525848388672,59.758720397949,167.15435791016,100.77347564697,12103.037109375, 
103,70.487503051758,89.334312438965,513.08337402344,132.72027336487,77.543495178223,59.740161895752,168.40649414063,100.70083618164,12103.5546875, 
104,70.824371337891,89.361396789551,515.28314208984,134.14608839722,77.564971923828,59.721996307373,169.73565673828,100.63017272949,12104.055664063, 
105,71.152168273926,89.398567199707,517.42364501953,136.8083090564,77.589401245117,59.704490661621,171.04847717285,100.56242370605,12104.533203125, 
106,71.497123718262,89.447593688965,519.67620849609,140.69482574524,77.618644714355,59.686233520508,172.32579040527,100.49201202393,12105.026367188, 
107,71.846862792969,89.507797241211,521.96002197266,145.36231016296,77.651657104492,59.667915344238,173.67008972168,100.4216003418,12105.515625, 
108,72.18953704834,89.575874328613,524.19769287109,150.35329864258,77.686996459961,59.650165557861,175.03308105469,100.35359954834,12105.985351563, 
109,72.54093170166,89.651458740234,526.49230957031,155.79525707397,77.726112365723,59.632167816162,176.36846923828,100.2847366333,12106.45703125, 
110,72.885269165039,89.732147216797,528.74078369141,161.17946983337,77.766990661621,59.614753723145,177.73793029785,100.21817016602,12106.91015625, 
111,73.251609802246,89.821151733398,531.13299560547,167.12843323914,77.813125610352,59.59644317627,179.07975769043,100.14812469482,12107.381835938, 
112,73.616554260254,89.91780090332,533.51611328125,173.02154169067,77.861488342285,59.578449249268,180.50746154785,100.07926177979,12107.842773438, 
113,73.966049194336,90.015357971191,535.79827880859,178.52314776611,77.909805297852,59.561462402344,181.92980957031,100.01419067383,12108.2734375, 
114,74.324378967285,90.115013122559,538.13818359375,184.20524986328,77.961296081543,59.544284820557,183.29183959961,99.948204040527,12108.706054688, 
115,74.694122314453,90.220413208008,540.55261230469,190.43178864502,78.01634979248,59.526809692383,184.68829345703,99.880859375,12109.14453125, 
116,75.053230285645,90.328178405762,542.89758300781,196.62528488281,78.071426391602,59.510097503662,186.12934875488,99.816261291504,12109.5625, 
117,75.425720214844,90.439292907715,545.32995605469,203.33179587646,78.13020324707,59.493015289307,187.52882385254,99.749931335449,12109.987304688, 
118,75.78751373291,90.551750183105,547.69244384766,209.88538381592,78.188659667969,59.476684570313,188.98062133789,99.686264038086,12110.390625, 
119,76.165069580078,90.666648864746,550.15789794922,216.95284183594,78.251083374023,59.459903717041,190.39057922363,99.620491027832,12110.8046875, 
120,76.557113647461,90.785278320313,552.71795654297,224.63928484131,78.317291259766,59.442768096924,191.86198425293,99.552886962891,12111.225585938, 
121,76.92951965332,90.899765014648,555.14978027344,232.17858948853,78.381195068359,59.426780700684,193.39004516602,99.489517211914,12111.615234375, 
122,77.333190917969,91.015159606934,557.78576660156,240.97078727173,78.451736450195,59.409744262695,194.84133911133,99.421493530273,12112.030273438, 
123,77.724914550781,91.129943847656,560.34368896484,249.66741377319,78.521110534668,59.393520355225,196.41470336914,99.356384277344,12112.424804688, 
124,78.12084197998,91.239929199219,562.92907714844,258.74785598267,78.592140197754,59.377422332764,197.94142150879,99.291374206543,12112.815429688, 
125,78.528671264648,91.931861877441,565.59222412109,267.33621638306,78.666206359863,59.361152648926,199.4845123291,99.225257873535,12113.209960938, 
126,78.927406311035,93.996879577637,568.19598388672,272.43581984619,78.739311218262,59.345558166504,201.0740814209,99.161521911621,12113.587890625, 
127,79.350517272949,95.972991943359,570.95886230469,275.61416144043,78.817741394043,59.329322814941,202.6280670166,99.094734191895,12113.98046875, 
128,79.762283325195,97.98063659668,573.64770507813,276.71334372314,78.894630432129,59.313842773438,204.27723693848,99.030769348145,12114.354492188, 
129,80.187759399414,99.802322387695,576.42608642578,276.76247987671,78.974723815918,59.298160552979,205.88208007813,98.965690612793,12114.733398438, 
130,80.622314453125,100.61917114258,579.26373291016,278.28540802612,79.057098388672,59.282459259033,207.54037475586,98.900382995605,12115.11328125, 
131,81.048004150391,100.13525390625,582.04345703125,283.65088242187,79.138191223145,59.267398834229,209.23414611816,98.837730407715,12115.477539063, 
132,81.571853637695,99.452125549316,585.46423339844,295.38305630859,79.239166259766,59.249237060547,210.89291381836,98.762054443359,12115.919921875, 
133,82.022247314453,98.673431396484,588.4052734375,307.37335818848,79.325904846191,59.234031677246,212.93501281738,98.699111938477,12116.290039063, 
134,82.457847595215,97.90177154541,591.24975585938,320.73247221069,79.40998840332,59.219657897949,214.6905670166,98.639999389648,12116.641601563, 
135,82.906517028809,97.104339599609,594.17956542969,336.9222158252,79.49690246582,59.205181121826,216.38833618164,98.580955505371,12116.99609375, 
136,83.34349822998,96.309242248535,597.03302001953,354.2654998584,79.581657409668,59.191413879395,218.13719177246,98.525398254395,12117.333984375, 
137,83.803932189941,95.521858215332,600.03967285156,374.21486823975,79.671257019043,59.17724609375,219.84030151367,98.468933105469,12117.684570313, 
138,84.276138305664,94.749885559082,603.12316894531,395.87434583008,79.763328552246,59.163070678711,221.6349029541,98.41332244873,12118.037109375, 
139,84.796913146973,91.26579284668,606.52386474609,427.32985729004,79.865242004395,59.147850036621,223.47525024414,98.354667663574,12118.419921875, 
140,85.284225463867,85.529159545898,609.70599365234,464.382208479,79.960418701172,59.134014129639,225.50521850586,98.302574157715,12118.76953125, 
141,85.774490356445,82.766021728516,612.90740966797,502.42565591797,80.056182861328,59.120475769043,227.40464782715,98.252769470215,12119.114257813, 
142,86.249877929688,81.949653625488,616.01171875,536.95628478516,80.148918151855,59.107711791992,229.31564331055,98.206962585449,12119.442382813, 
143,86.745063781738,81.466758728027,619.24523925781,570.93414880615,80.245567321777,59.094783782959,231.1685333252,98.161689758301,12119.776367188, 
144,87.249923706055,81.240394592285,622.5419921875,603.18596756836,80.344062805176,59.081974029541,233.09861755371,98.118003845215,12120.112304688, 
145,87.77001953125,80.739631652832,625.93823242188,635.03578371826,80.445495605469,59.06916809082,235.06640625,98.075454711914,12120.451171875, 
146,88.278511047363,80.942474365234,629.25866699219,663.68443460937,80.544441223145,59.057029724121,237.09368896484,98.0361328125,12120.775390625, 
147,88.77318572998,81.483963012695,632.48889160156,690.28210688721,80.642501831055,59.045341491699,239.07571411133,97.999122619629,12121.091796875, 
148,89.270645141602,82.173873901367,635.7373046875,717.33400160156,80.746238708496,59.03332901001,241.00370788574,97.961853027344,12121.422851563, 
149,89.733459472656,82.95093536377,638.75946044922,743.85766578369,80.847480773926,59.02188873291,242.94261169434,97.927024841309,12121.740234375, 
150,90.178573608398,83.311798095703,641.66607666016,772.76156357422,80.949417114258,59.010631561279,244.74633789063,97.893272399902,12122.05859375, 
151,90.592041015625,83.776405334473,644.36602783203,800.73167187012,81.048316955566,58.999931335449,246.4810333252,97.861549377441,12122.364257813, 
152,91.012336730957,84.497482299805,647.11053466797,828.59824085937,81.153396606445,58.988807678223,248.09213256836,97.828750610352,12122.689453125, 
153,91.41081237793,85.252891540527,649.71258544922,854.10960574219,81.25740814209,58.978008270264,249.72985839844,97.796936035156,12123.009765625, 
154,91.78182220459,85.931190490723,652.13531494141,877.25730330566,81.358322143555,58.967712402344,251.28253173828,97.766479492188,12123.3203125, 
155,92.141593933105,86.643043518066,654.48461914063,899.48386117676,81.460227966309,58.957500457764,252.72798156738,97.735893249512,12123.633789063, 
156,92.468551635742,87.571266174316,656.61962890625,919.49116655273,81.556449890137,58.948001861572,254.12968444824,97.706985473633,12123.931640625, 
157,92.795715332031,88.842361450195,658.75604248047,940.29779537598,81.656539916992,58.938289642334,255.40324401855,97.676643371582,12124.2421875, 
158,93.102951049805,90.14981842041,660.76226806641,959.9910615332,81.754173278809,58.92896270752,256.67764282227,97.646575927734,12124.547851563, 
159,93.388832092285,91.214920043945,662.62908935547,978.78047456055,81.848403930664,58.920093536377,257.87432861328,97.616897583008,12124.845703125, 
160,93.665534973145,91.876823425293,664.43591308594,998.41539856934,81.942993164063,58.911334991455,258.98770141602,97.586196899414,12125.145507813, 
161,93.916847229004,92.402351379395,666.07702636719,1017.2890835889,82.031929016113,58.903221130371,260.06530761719,97.556297302246,12125.431640625, 
162,94.161636352539,92.885818481445,667.67547607422,1036.8465782031,82.12158203125,58.895175933838,261.04382324219,97.524917602539,12125.723632813, 
163,94.395156860352,93.888473510742,669.20037841797,1054.4475400586,82.210113525391,58.887367248535,261.99685668945,97.492454528809,12126.015625, 
164,94.613006591797,95.131980895996,670.62292480469,1068.9404319971,82.295547485352,58.879959106445,262.90600585938,97.459480285645,12126.299804688, 
165,94.820083618164,96.516204833984,671.97515869141,1080.7395012793,82.379508972168,58.872817993164,263.75399780273,97.425216674805,12126.58203125, 
166,95.00772857666,98.00235748291,673.20043945313,1089.2640274463,82.458053588867,58.86625289917,264.56005859375,97.391258239746,12126.850585938, 
167,95.18977355957,99.406959533691,674.38922119141,1095.8820798584,82.536666870117,58.859825134277,265.29025268555,97.355140686035,12127.123046875, 
168,95.364814758301,100.54246520996,675.5322265625,1100.134394165,82.614738464355,58.853584289551,265.99859619141,97.316917419434,12127.397460938, 
169,95.525344848633,101.58651733398,676.58050537109,1102.3787661963,82.688606262207,58.847820281982,266.6796875,97.278373718262,12127.662109375, 
170,95.679412841797,102.51873779297,677.58654785156,1103.499511665,82.761749267578,58.842262268066,267.30413818359,97.237701416016,12127.928710938, 
171,95.820030212402,103.32490539551,678.50482177734,1103.8310175146,82.830543518066,58.837173461914,267.90344238281,97.19701385498,12128.18359375, 
172,95.954521179199,103.98899078369,679.38299560547,1103.9786735693,82.898338317871,58.8323097229,268.45028686523,97.15446472168,12128.439453125, 
173,96.080177307129,104.51773071289,680.20355224609,1104.2433740576,82.963539123535,58.827781677246,268.97326660156,97.111167907715,12128.689453125, 
174,96.195808410645,104.78804016113,680.95861816406,1104.8431817627,83.025123596191,58.823650360107,269.29891967773,97.068092346191,12128.930664063, 
175,96.306785583496,104.85718536377,681.68328857422,1106.1500278809,83.085945129395,58.819736480713,269.51342773438,97.0234375,12129.173828125, 
176,96.408813476563,104.7857131958,682.34954833984,1108.228016748,83.143424987793,58.816188812256,269.71929931641,96.979362487793,12129.408203125, 
177,96.507194519043,104.57861328125,682.99200439453,1111.4319730664,83.200424194336,58.812835693359,269.90844726563,96.933937072754,12129.645507813, 
178,96.599754333496,104.24240875244,683.59637451172,1115.7356068555,83.255554199219,58.809761047363,270.09075927734,96.888481140137,12129.880859375, 
179,96.687355041504,103.79359436035,684.16845703125,1121.1841152734,83.309204101563,58.806949615479,270.26220703125,96.842956542969,12130.11328125, 
180,96.768287658691,103.25677490234,684.69689941406,1127.4968617822,83.360107421875,58.80445098877,270.42446899414,96.798767089844,12130.337890625, 
181,96.84708404541,102.64917755127,685.21148681641,1135.0180470508,83.41104888916,58.802143096924,270.57418823242,96.753791809082,12130.569335938, 
182,96.919769287109,101.99771118164,685.68609619141,1143.0408127344,83.459320068359,58.800144195557,270.71997070313,96.71068572998,12130.79296875, 
183,96.986236572266,101.34992980957,686.1201171875,1151.2195176172,83.504615783691,58.798446655273,270.85440063477,96.670028686523,12131.0078125, 
184,97.050079345703,100.70697021484,686.53704833984,1159.8764840625,83.549270629883,58.796966552734,270.97717285156,96.630012512207,12131.224609375, 
185,97.109062194824,100.06625366211,686.92218017578,1168.5366017041,83.591583251953,58.795757293701,271.09509277344,96.592353820801,12131.435546875, 
186,97.165962219238,99.448249816895,687.29376220703,1177.5094980859,83.63346862793,58.794765472412,271.20391845703,96.555587768555,12131.649414063, 
187,97.217239379883,98.878913879395,687.62860107422,1185.8600782178,83.672149658203,58.794040679932,271.30889892578,96.522285461426,12131.853515625, 
188,97.267166137695,98.374198913574,687.95458984375,1194.2294754932,83.71076965332,58.793533325195,271.40335083008,96.489936828613,12132.061523438, 
189,97.314460754395,97.938819885254,688.26342773438,1202.1152091553,83.748161315918,58.793258666992,271.49530029297,96.459671020508,12132.267578125, 
190,97.357635498047,97.580848693848,688.54534912109,1209.109874541,83.783134460449,58.793212890625,271.58236694336,96.432518005371,12132.465820313, 
191,97.398406982422,97.28978729248,688.81158447266,1215.4990600684,83.816963195801,58.793384552002,271.66171264648,96.407508850098,12132.663085938, 
192,97.435707092285,97.0673828125,689.05517578125,1221.0221167871,83.848640441895,58.793758392334,271.73666381836,96.385375976563,12132.8515625, 
193,97.471519470215,96.916000366211,689.28900146484,1225.9917334033,83.879776000977,58.794353485107,271.80511474609,96.365020751953,12133.041015625, 
194,97.504814147949,96.831962585449,689.50640869141,1230.1785928613,83.909408569336,58.795143127441,271.8708190918,96.347114562988,12133.227539063, 
195,97.538444519043,96.815765380859,689.72601318359,1233.9578675879,83.940010070801,58.796226501465,271.93173217773,96.330307006836,12133.423828125, 
196,97.567489624023,96.859771728516,689.91571044922,1236.6295418359,83.967025756836,58.797416687012,271.99340820313,96.316947937012,12133.602539063, 
197,97.595634460449,96.961196899414,690.09948730469,1238.7219361719,83.993827819824,58.798847198486,272.04644775391,96.305282592773,12133.784179688, 
198,97.621559143066,97.110946655273,690.26879882813,1240.1103532568,84.019073486328,58.800441741943,272.09790039063,96.295822143555,12133.959960938, 
199,97.646545410156,97.30322265625,690.43194580078,1240.9302044971,84.043975830078,58.802280426025,272.14514160156,96.2880859375,12134.137695313, 
200,97.66983795166,97.527542114258,690.58404541016,1241.177708457,84.06770324707,58.804302215576,272.19067382813,96.282302856445,12134.3125, 
201,97.691123962402,97.763809204102,690.72302246094,1240.9529831445,84.089866638184,58.806453704834,272.23309326172,96.278396606445,12134.478515625, 
202,97.711837768555,98.010627746582,690.85827636719,1240.3408407568,84.111915588379,58.808879852295,272.27172851563,96.276077270508,12134.649414063, 
203,97.731010437012,98.256721496582,690.98352050781,1239.4316756104,84.132781982422,58.811466217041,272.30935668945,96.275421142578,12134.815429688, 
204,97.750411987305,98.499702453613,691.11016845703,1238.2345811572,84.154396057129,58.814476013184,272.34399414063,96.276489257813,12134.9921875, 
205,97.766471862793,98.718612670898,691.21508789063,1237.0377568066,84.172660827637,58.817310333252,272.37924194336,96.278823852539,12135.14453125, 
206,97.782295227051,98.909927368164,691.318359375,1235.7468467383,84.191047668457,58.820465087891,272.40817260742,96.282684326172,12135.301757813, 
207,97.79712677002,99.082244873047,691.41522216797,1234.4738534717,84.208641052246,58.823795318604,272.43673706055,96.28791809082,12135.455078125, 
