NG_1,NG_2,NH_1,NH_2,T5_1,T5_2,TRQ_1,TRQ_2,OIL_PRESS_1,OIL_PRESS_2,OIL_TEMP_1,FF_1,FF_2
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.5
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,8.3,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.6
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.0
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.7
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.7
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,8.3,55.0,221.0,220.8
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.8
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.1,90.1,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.8
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,81.3,55.0,221.0,220.9
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.2,90.2,598.0,598.0,456.0,456.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.0
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.0
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,8.3,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,8.3,55.0,221.0,22.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,458.0,458.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,458.0,458.0,81.0,8.3,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,458.0,458.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,458.0,458.0,81.0,,55.0,221.0,221.0
83.5,83.5,90.1,90.1,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,8.3,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,8.3,55.0,221.0,221.2
83.5,83.5,90.2,90.2,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.2
83.5,83.5,90.3,90.3,598.0,598.0,457.0,457.0,81.0,,55.0,221.0,221.2
83.5,83.5,90.3,90.3,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.2
83.5,83.5,90.3,90.3,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.3,90.3,598.0,598.0,457.0,457.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.3,90.3,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.3,90.3,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.3
83.5,83.5,90.2,90.2,598.0,598.0,458.0,458.0,81.0,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,81.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,8.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,459.0,459.0,81.0,8.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,8.3,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,,55.0,221.0,221.4
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,,55.0,221.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,81.3,55.0,221.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,81.3,55.0,221.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,8.3,55.0,221.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,,55.0,222.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,,55.0,222.0,221.5
83.5,83.5,90.1,90.1,598.0,598.0,460.0,460.0,81.0,,55.0,222.0,221.5
83.5,83.5,90.3,90.3,598.0,598.0,460.0,460.0,81.0,8.3,55.0,222.0,221.5
83.5,83.5,95.6,95.6,598.0,598.0,447.0,447.0,81.0,,55.0,222.0,221.6
83.5,83.5,97.8,97.8,598.0,598.0,436.0,436.0,81.0,,55.0,222.0,221.6
83.5,83.5,100.7,100.7,598.0,598.0,415.0,415.0,81.0,81.3,55.0,222.0,221.6
83.5,83.5,101.4,101.4,598.0,598.0,405.0,405.0,81.0,81.3,55.0,222.0,221.6
83.5,83.5,101.6,101.6,598.0,598.0,397.0,397.0,81.0,81.3,55.0,222.0,221.6
83.5,83.5,100.6,100.6,598.0,598.0,390.0,390.0,81.0,81.3,54.0,222.0,221.6
83.5,83.5,99.7,99.7,598.0,598.0,390.0,390.0,81.0,81.3,54.0,222.0,221.6
83.5,83.5,97.2,97.2,598.0,598.0,396.0,396.0,81.0,81.3,54.0,222.0,221.6
83.5,83.5,95.7,95.7,598.0,598.0,401.0,401.0,81.0,81.3,54.0,222.0,221.6
83.5,83.5,94.0,94.0,598.0,598.0,410.0,410.0,81.0,81.3,54.0,222.0,221.6
83.5,83.5,90.3,90.3,598.0,598.0,429.0,429.0,81.0,81.3,54.0,222.0,221.0
83.5,83.5,88.5,88.5,598.0,598.0,439.0,439.0,81.0,81.3,54.0,222.0,
83.5,83.5,86.9,86.9,598.0,598.0,449.0,449.0,81.0,81.3,54.0,222.0,221.0
83.5,83.5,84.0,84.0,598.0,598.0,469.0,469.0,81.0,81.3,54.0,222.0,
83.5,83.5,82.8,82.8,598.0,598.0,477.0,477.0,81.0,81.3,54.0,222.0,221.0
83.5,83.5,81.8,81.8,598.0,598.0,485.0,485.0,81.0,81.3,54.0,222.0,22.7
83.5,83.5,80.6,80.6,598.0,598.0,498.0,498.0,81.0,81.3,54.0,222.0,22.0
83.5,83.5,80.4,80.4,598.0,598.0,502.0,502.0,81.0,81.3,54.0,222.0,22.0
83.5,83.5,80.5,80.5,598.0,598.0,508.0,508.0,81.0,81.3,54.0,222.0,22.0
83.5,83.5,80.8,80.8,598.0,598.0,509.0,509.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,81.3,81.3,598.0,598.0,510.0,510.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,82.7,82.7,598.0,598.0,508.0,508.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,83.8,83.8,598.0,598.0,506.0,506.0,81.0,,54.0,222.0,221.8
83.5,83.5,86.6,86.6,598.0,598.0,498.0,498.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,88.5,88.5,598.0,598.0,492.0,492.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,90.5,90.5,598.0,598.0,484.0,484.0,81.0,,54.0,222.0,221.8
83.5,83.5,94.8,94.8,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,97.1,97.1,598.0,598.0,453.0,453.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,101.2,101.2,598.0,598.0,425.0,425.0,81.0,81.3,54.0,222.0,22.8
83.5,83.5,102.0,102.8,598.0,598.0,411.0,411.0,81.0,81.3,54.0,222.0,221.8
83.5,83.5,105.0,105.0,598.0,598.0,385.0,385.0,81.0,,54.0,222.0,221.9
83.5,83.5,105.4,105.4,598.0,598.0,374.0,374.0,81.0,81.3,54.0,222.0,22.9
83.5,83.5,105.4,105.4,598.0,598.0,360.0,360.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,105.0,105.0,598.0,598.0,356.0,356.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,102.7,102.7,598.0,598.0,357.0,357.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,101.2,101.2,598.0,598.0,361.0,361.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,97.7,97.7,598.0,598.0,377.0,377.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,95.7,95.7,598.0,598.0,387.0,387.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,91.7,91.7,598.0,598.0,411.0,411.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,89.8,89.8,598.0,598.0,422.0,422.0,81.0,81.3,54.0,222.0,221.9
83.5,83.5,85.7,85.7,598.0,598.0,447.0,447.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,83.4,83.4,598.0,598.0,459.0,459.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,78.1,78.1,598.0,598.0,484.0,484.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,75.3,75.3,598.0,598.0,497.0,497.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,70.5,70.5,598.0,598.0,521.0,521.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,69.1,69.1,598.0,598.0,530.0,530.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,70.8,70.8,598.0,598.0,543.0,543.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,71.9,71.9,598.0,598.0,545.0,545.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,74.6,74.6,598.0,598.0,546.0,546.0,81.0,,54.0,222.0,222.0
83.5,83.5,76.1,76.1,598.0,598.0,544.0,544.0,81.0,,54.0,222.0,222.0
83.5,83.5,79.4,79.4,598.0,598.0,537.0,537.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,81.0,81.0,598.0,598.0,532.0,532.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,84.3,84.3,598.0,598.0,520.0,520.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,85.9,85.9,598.0,598.0,513.0,513.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,87.4,87.4,598.0,598.0,505.0,505.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,90.2,90.2,598.0,598.0,489.0,489.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,91.4,91.4,598.0,598.0,481.0,481.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,93.5,93.5,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,94.4,94.4,598.0,598.0,458.0,458.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,95.7,95.7,598.0,598.0,445.0,445.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,96.2,96.2,598.0,598.0,439.0,439.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,96.7,96.7,598.0,598.0,429.0,429.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,96.6,96.6,598.0,598.0,426.0,426.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,96.3,96.3,598.0,598.0,424.0,424.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,95.2,95.2,598.0,598.0,425.0,425.0,81.0,81.3,54.0,222.0,222.0
83.5,83.5,94.5,94.5,598.0,598.0,426.0,426.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,93.8,93.8,598.0,598.0,429.0,429.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,92.3,92.3,598.0,598.0,436.0,436.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,91.6,91.6,598.0,598.0,440.0,440.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,91.0,91.0,598.0,598.0,444.0,444.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,89.8,89.8,598.0,598.0,452.0,452.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,89.4,89.4,598.0,598.0,456.0,456.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,88.8,88.8,598.0,598.0,462.0,462.0,81.0,81.3,54.0,222.0,222.2
83.5,83.5,88.6,88.6,598.0,598.0,465.0,465.0,81.0,,54.0,222.0,222.2
83.5,83.5,88.5,88.5,598.0,598.0,467.0,467.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,88.4,88.4,598.0,598.0,470.0,470.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,88.4,88.4,598.0,598.0,471.0,471.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,88.5,88.5,598.0,598.0,471.0,471.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,88.7,88.7,598.0,598.0,472.0,472.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,88.9,88.9,598.0,598.0,471.0,471.0,81.0,8.3,54.0,222.0,222.2
83.5,83.5,89.0,89.0,598.0,598.0,471.0,471.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,89.3,89.3,598.0,598.0,470.0,470.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,89.4,89.4,598.0,598.0,469.0,469.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,89.7,89.7,598.0,598.0,468.0,468.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,89.8,89.8,598.0,598.0,467.0,467.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.0,90.0,598.0,598.0,466.0,466.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,90.1,90.1,598.0,598.0,465.0,465.0,81.0,8.3,54.0,222.0,222.3
83.5,83.5,90.2,90.2,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,462.0,462.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,462.0,462.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.3,90.3,598.0,598.0,462.0,462.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.2,90.2,598.0,598.0,462.0,462.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.2,90.2,598.0,598.0,462.0,462.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.1,90.1,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.3
83.5,83.5,90.1,90.1,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,463.0,463.0,81.0,,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,464.0,464.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.4
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,464.0,464.0,81.0,,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,222.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.5
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,54.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.8,89.8,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.8,89.8,598.0,598.0,466.0,466.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.8,89.8,598.0,598.0,466.0,466.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,466.0,466.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,466.0,466.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,466.0,466.0,81.0,,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,466.0,466.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,89.9,89.9,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.6
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,81.3,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.7
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.7
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
83.5,83.5,90.0,90.0,598.0,598.0,465.0,465.0,81.0,,53.0,223.0,222.0
