ALT,SPEED,HEAD
29040.0,353.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29040.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,354.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29050.0,355.0,129.0
29060.0,355.0,129.0
29060.0,355.0,129.0
29060.0,355.0,129.0
29060.0,355.0,129.0
29060.0,355.0,129.0
29060.0,355.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,356.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29070.0,357.0,129.0
29070.0,357.0,129.0
29070.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,129.0
29060.0,357.0,128.0
29060.0,357.0,128.0
29060.0,357.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29070.0,358.0,128.0
29080.0,358.0,128.0
29080.0,358.0,128.0
29080.0,358.0,128.0
29080.0,359.0,128.0
29080.0,359.0,128.0
29080.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,359.0,128.0
29090.0,350.0,128.0
29090.0,350.0,128.0
29090.0,350.0,128.0
29080.0,350.0,128.0
29080.0,350.0,128.0
29080.0,350.0,128.0
29070.0,350.0,128.0
29070.0,350.0,128.0
29070.0,350.0,128.0
29070.0,350.0,128.0
29070.0,350.0,128.0
29070.0,350.0,128.0
29060.0,361.0,128.0
29060.0,361.0,128.0
29060.0,361.0,128.0
29060.0,361.0,128.0
29060.0,361.0,128.0
29060.0,361.0,128.0
29050.0,361.0,128.0
29050.0,361.0,128.0
29050.0,361.0,128.0
29040.0,362.0,128.0
29040.0,362.0,128.0
29040.0,362.0,128.0
29030.0,362.0,128.0
29030.0,362.0,128.0
29030.0,362.0,128.0
29030.0,362.0,128.0
29030.0,362.0,128.0
29030.0,362.0,128.0
29020.0,352.0,128.0
29020.0,362.0,128.0
29020.0,352.0,128.0
29010.0,363.0,128.0
29010.0,363.0,128.0
29010.0,363.0,128.0
29010.0,363.0,128.0
29010.0,363.0,128.0
29010.0,363.0,128.0
29000.0,363.0,128.0
29000.0,363.0,128.0
29000.0,363.0,128.0
28990.0,364.0,128.0
28990.0,364.0,128.0
28990.0,364.0,128.0
28990.0,364.0,128.0
28990.0,364.0,128.0
28990.0,364.0,128.0
28980.0,364.0,128.0
28980.0,364.0,128.0
28980.0,364.0,128.0
28970.0,364.0,128.0
28970.0,364.0,128.0
28970.0,364.0,128.0
28960.0,365.0,127.0
28960.0,365.0,127.0
28960.0,365.0,127.0
28950.0,365.0,127.0
28950.0,365.0,127.0
28950.0,365.0,127.0
28950.0,365.0,127.0
28950.0,365.0,127.0
28950.0,365.0,127.0
28940.0,365.0,128.0
28940.0,365.0,128.0
28940.0,365.0,128.0
28930.0,366.0,128.0
28930.0,366.0,128.0
28930.0,366.0,128.0
28920.0,366.0,128.0
28920.0,366.0,128.0
28920.0,366.0,128.0
28920.0,367.0,128.0
28920.0,367.0,128.0
28920.0,367.0,128.0
28910.0,367.0,128.0
28910.0,367.0,128.0
28910.0,367.0,128.0
28900.0,367.0,128.0
28900.0,367.0,128.0
28900.0,367.0,128.0
28900.0,367.0,128.0
28900.0,367.0,128.0
28900.0,367.0,128.0
28890.0,367.0,128.0
28890.0,367.0,128.0
28890.0,367.0,128.0
28880.0,358.0,128.0
28880.0,358.0,128.0
28880.0,358.0,128.0
28880.0,358.0,128.0
28880.0,358.0,128.0
28880.0,358.0,128.0
28870.0,358.0,128.0
28870.0,358.0,128.0
28870.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28860.0,358.0,128.0
28850.0,368.0,128.0
28850.0,368.0,128.0
28850.0,358.0,128.0
28840.0,358.0,128.0
28840.0,358.0,128.0
28840.0,358.0,128.0
28830.0,369.0,128.0
28830.0,369.0,128.0
28830.0,369.0,128.0
28820.0,369.0,128.0
28820.0,369.0,128.0
28820.0,369.0,128.0
28820.0,369.0,128.0
28820.0,369.0,128.0
28820.0,369.0,128.0
28810.0,369.0,127.0
28810.0,369.0,127.0
28810.0,369.0,127.0
28800.0,369.0,127.0
28800.0,369.0,127.0
28800.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28790.0,369.0,127.0
28780.0,370.0,127.0
28780.0,370.0,127.0
28780.0,370.0,127.0
28780.0,369.0,127.0
28780.0,369.0,127.0
28780.0,369.0,127.0
28770.0,370.0,127.0
28770.0,370.0,127.0
28770.0,370.0,127.0
28760.0,370.0,127.0
28760.0,370.0,127.0
28760.0,370.0,127.0
28760.0,369.0,127.0
28760.0,369.0,127.0
28760.0,369.0,127.0
28750.0,369.0,126.0
28750.0,369.0,126.0
28750.0,369.0,126.0
28750.0,369.0,126.0
28750.0,369.0,126.0
28750.0,369.0,126.0
28740.0,369.0,126.0
28740.0,369.0,126.0
28740.0,369.0,126.0
28740.0,369.0,126.0
28740.0,369.0,126.0
28740.0,369.0,126.0
28730.0,370.0,126.0
28730.0,370.0,126.0
28730.0,370.0,126.0
28720.0,369.0,125.0
28720.0,369.0,125.0
28720.0,369.0,125.0
28720.0,369.0,125.0
28720.0,369.0,125.0
28720.0,369.0,125.0
28710.0,369.0,125.0
28710.0,369.0,125.0
28710.0,369.0,125.0
28710.0,370.0,125.0
28710.0,370.0,125.0
28710.0,370.0,125.0
28700.0,370.0,125.0
28700.0,370.0,125.0
28700.0,370.0,125.0
28700.0,370.0,125.0
28700.0,370.0,125.0
28700.0,370.0,125.0
28690.0,370.0,125.0
28690.0,370.0,125.0
28690.0,370.0,125.0
28690.0,369.0,125.0
28690.0,369.0,125.0
28690.0,369.0,125.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28680.0,370.0,124.0
28670.0,370.0,124.0
28670.0,370.0,124.0
28670.0,370.0,124.0
28670.0,370.0,124.0
28670.0,370.0,124.0
28670.0,370.0,124.0
28660.0,370.0,124.0
28660.0,370.0,124.0
28660.0,370.0,124.0
28660.0,369.0,124.0
28660.0,369.0,124.0
28660.0,369.0,124.0
28660.0,369.0,124.0
28660.0,369.0,124.0
28660.0,369.0,124.0
28650.0,369.0,123.0
28650.0,369.0,123.0
28650.0,369.0,123.0
28650.0,370.0,123.0
28650.0,370.0,123.0
28650.0,370.0,123.0
28650.0,370.0,123.0
28650.0,370.0,123.0
28650.0,370.0,123.0
28640.0,370.0,123.0
28640.0,370.0,123.0
28640.0,370.0,123.0
28640.0,369.0,123.0
28640.0,369.0,123.0
28640.0,369.0,123.0
28640.0,370.0,123.0
28640.0,370.0,123.0
28640.0,370.0,123.0
28640.0,369.0,122.0
28640.0,369.0,122.0
28640.0,369.0,122.0
28640.0,369.0,122.0
28640.0,369.0,122.0
28640.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28630.0,369.0,122.0
28620.0,369.0,122.0
28620.0,369.0,122.0
28620.0,369.0,122.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28620.0,370.0,121.0
28610.0,370.0,121.0
28610.0,370.0,121.0
28610.0,370.0,121.0
28610.0,369.0,121.0
28610.0,369.0,121.0
28610.0,369.0,121.0
28610.0,370.0,120.0
28610.0,370.0,120.0
28610.0,370.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28610.0,369.0,120.0
28600.0,369.0,120.0
28600.0,369.0,120.0
28600.0,369.0,120.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28610.0,369.0,119.0
28610.0,369.0,119.0
28610.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,119.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28600.0,369.0,118.0
28590.0,358.0,118.0
28590.0,358.0,118.0
28590.0,358.0,118.0
28600.0,358.0,118.0
28600.0,358.0,118.0
28600.0,358.0,118.0
28590.0,358.0,118.0
28590.0,358.0,118.0
28590.0,358.0,118.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,368.0,117.0
28590.0,368.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,358.0,117.0
28590.0,368.0,117.0
28590.0,358.0,117.0
28590.0,368.0,117.0
28590.0,358.0,116.0
28590.0,358.0,116.0
28590.0,358.0,116.0
28590.0,358.0,116.0
28590.0,358.0,116.0
28590.0,358.0,116.0
28590.0,367.0,116.0
28590.0,367.0,116.0
28590.0,367.0,116.0
28590.0,367.0,116.0
28590.0,367.0,116.0
28590.0,367.0,116.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,115.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,367.0,114.0
28590.0,366.0,114.0
28590.0,366.0,114.0
28590.0,366.0,114.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,113.0
28590.0,366.0,112.0
28590.0,366.0,112.0
28590.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,112.0
28600.0,366.0,111.0
28600.0,366.0,111.0
28600.0,366.0,111.0
28600.0,366.0,111.0
28600.0,366.0,111.0
28600.0,366.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,111.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28610.0,365.0,110.0
28620.0,365.0,110.0
28620.0,365.0,110.0
28620.0,365.0,110.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,365.0,109.0
28620.0,364.0,109.0
28620.0,364.0,109.0
28620.0,364.0,109.0
28620.0,364.0,108.0
28620.0,364.0,108.0
28620.0,364.0,108.0
28620.0,364.0,108.0
28620.0,364.0,108.0
28620.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,108.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,107.0
28630.0,364.0,106.0
28630.0,364.0,106.0
28630.0,364.0,106.0
28640.0,363.0,106.0
28640.0,363.0,106.0
28640.0,363.0,106.0
28630.0,363.0,106.0
28630.0,363.0,106.0
28630.0,363.0,106.0
28640.0,363.0,106.0
28640.0,363.0,106.0
28640.0,363.0,106.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,105.0
28640.0,363.0,104.0
28640.0,363.0,104.0
28640.0,363.0,104.0
28640.0,363.0,104.0
28640.0,363.0,104.0
28640.0,363.0,104.0
28650.0,363.0,104.0
28650.0,363.0,104.0
28650.0,363.0,104.0
28650.0,363.0,104.0
28650.0,363.0,104.0
28650.0,363.0,104.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,103.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28650.0,362.0,102.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,101.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
28660.0,362.0,100.0
