Nor_Vel,East_Vel,Down_Vel,LAT,Long,Nx_Accel,Ny_Accel,Nz_Accel,Nor_Accel,Mag_Head,Roll,Pitch,True_Head,Gnd_Track,Roll_Rate,Pitch_Rate,Yaw_Rate,TAS,CAS,Gnd_Speed,MACH,True_AOA,Indi_AOA,Corr_Alt,SYS_Alt,BARO_Alt,RALT_Alt,Wind_Mag,Wind_Dir,MS_Mode,AC_Mode,FOM,Fuel,UTC
-296,636,36,-0.172622,-0.280722,6.00075,-2.2479,13.3731,1.511975,124,-25.438843,0.878906,110.099487,129,-2.878418,0.966797,-0.900879,555,370,702,0.929688,3,-1,28670,28868,28683,,153,321,2,12,1,3551,54833968
-295,637,36,-0.172623,-0.280721,6.029325,-2.219325,13.020675,1.480374,124,-25.751953,0.933838,109.973145,129,-3.098145,1.054688,-0.900879,555,370,702,0.929688,3,-1,28663,28868,28675,,153,321,2,12,1,3547,54834080
-293,637,35,-0.172624,-0.280719,6.19125,-2.2098,13.173075,1.501111,124,-26.087036,0.98877,109.841309,129,-3.273926,1.098633,-0.922852,554,369,702,0.929688,3,-1,28660,28864,28673,,153,321,2,12,1,3542,54834168
-292,638,35,-0.172625,-0.280717,6.238875,-2.2479,13.0683,1.494149,123,-26.471558,1.049194,109.709473,128,-3.999023,1.098633,-0.944824,554,369,702,0.929688,3,-1,28655,28860,28668,,153,321,2,12,1,3538,54834276
-291,638,34,-0.172625,-0.280715,6.200775,-2.238375,12.97305,1.48368,123,-26.889038,1.098633,109.577637,128,-4.306641,1.054688,-0.98877,554,369,702,0.929688,3,-1,28653,28856,28665,,153,321,2,12,1,3534,54834368
-290,639,34,-0.172626,-0.280713,6.4008,-2.314575,13.020675,1.497925,123,-27.328491,1.142578,109.434814,128,-4.614258,1.054688,-1.010742,555,370,701,0.929688,3,-1,28653,28852,28665,,153,321,2,12,1,3530,54834476
-289,639,33,-0.172627,-0.280711,6.467475,-2.371725,12.734925,1.475952,123,-27.800903,1.186523,109.297485,128,-4.87793,0.98877,-1.010742,555,370,701,0.929688,3,-1,28648,28852,28660,,153,321,2,12,1,3526,54834572
-287,640,33,-0.172628,-0.280709,6.49605,-2.3622,12.7635,1.479721,123,-28.300781,1.230469,109.160156,128,-5.119629,0.966797,-1.010742,554,370,701,0.929688,3,-1,28640,28848,28653,,153,321,2,12,1,3521,54834676
-286,640,32,-0.172628,-0.280707,6.6675,-2.390775,12.773026,1.488957,123,-28.806152,1.268921,109.017334,128,-4.987793,0.966797,-1.054688,554,369,701,0.927734,3,-1,28640,28844,28655,,153,321,2,12,1,3517,54834768
-285,640,31,-0.172629,-0.280705,6.76275,-2.286,12.66825,1.482603,123,-29.30603,1.312866,108.869019,128,-4.790039,1.054688,-1.120605,555,370,701,0.929688,3,-1,28638,28844,28653,,153,321,2,12,1,3514,54834876
-283,641,31,-0.17263,-0.280703,6.7056,-2.371725,12.506325,1.466674,123,-29.805908,1.345825,108.720703,128,-4.702148,1.142578,-1.164551,554,370,701,0.927734,3,-1,28635,28840,28650,,153,321,2,12,1,3509,54834968
-282,641,30,-0.172631,-0.280701,6.858,-2.333625,12.4968,1.472636,122,-30.272827,1.389771,108.555908,128,-4.328613,1.230469,-1.208496,554,369,701,0.927734,3,-1,28635,28836,28648,,153,321,2,12,1,3505,54835076
-281,642,30,-0.172631,-0.280699,6.962775,-2.3241,12.4206,1.470916,122,-30.723267,1.439209,108.38562,127,-4.438477,1.230469,-1.230469,554,369,701,0.927734,3,-1,28633,28836,28645,,153,321,2,12,1,3502,54835168
-279,642,29,-0.172632,-0.280698,7.21995,-2.447925,12.582525,1.499766,122,-31.14624,1.483154,108.215332,127,-4.21875,1.296387,-1.274414,554,369,700,0.927734,3,-1,28628,28832,28640,,153,321,2,12,2,3498,54835276
-278,643,29,-0.172633,-0.280696,7.153275,-2.41935,12.36345,1.476785,122,-31.558228,1.5271,108.039551,127,-3.911133,1.296387,-1.296387,554,369,700,0.927734,3,-1,28628,28832,28640,,153,321,2,12,2,3494,54835368
-277,643,28,-0.172633,-0.280694,7.210425,-2.45745,12.3063,1.475226,122,-31.92627,1.565552,107.858276,127,-3.427734,1.252441,-1.340332,554,369,700,0.927734,3,-1,28623,28828,28635,,153,321,2,12,2,3490,54835476
-275,644,27,-0.172634,-0.280692,7.3533,-2.447925,12.334875,1.484905,121,-32.266846,1.604004,107.677002,127,-3.427734,1.274414,-1.340332,554,370,700,0.927734,3,-1,28623,28824,28635,,153,321,2,12,2,3487,54835572
-274,644,26,-0.172635,-0.28069,7.4676,-2.41935,12.3444,1.491241,121,-32.590942,1.636963,107.495728,127,-3.076172,1.252441,-1.362305,554,370,700,0.927734,3,-1,28620,28824,28633,,153,321,2,12,2,3484,54835676
-272,645,26,-0.172636,-0.280688,7.534275,-2.41935,12.24915,1.486533,121,-32.904053,1.669922,107.30896,127,-3.14209,1.296387,-1.362305,554,370,700,0.927734,3,-1,28620,28824,28633,,153,321,2,12,2,3481,54835768
-271,645,25,-0.172636,-0.280686,7.62,-2.409825,12.134851,1.481165,121,-33.200684,1.702881,107.127686,127,-2.966309,1.252441,-1.362305,555,370,700,0.927734,3,-1,28618,28820,28630,,153,321,2,12,2,3478,54835876
-269,646,25,-0.172637,-0.280684,7.686675,-2.447925,12.21105,1.491729,121,-33.480835,1.741333,106.940918,127,-2.746582,1.318359,-1.362305,555,370,700,0.927734,3,-1,28615,28820,28628,,153,321,2,12,2,3475,54835968
-268,646,23,-0.172638,-0.280682,7.94385,-2.466975,12.32535,1.515691,121,-33.760986,1.774292,106.75415,126,-2.878418,1.252441,-1.384277,554,369,699,0.927734,3,-1,28613,28816,28625,,153,321,2,12,2,3472,54836080
-266,646,23,-0.172638,-0.28068,7.8486,-2.34315,12.05865,1.486071,120,-34.041138,1.807251,106.572876,126,-3.032227,1.230469,-1.340332,554,370,699,0.927734,3,-1,28613,28816,28625,,153,321,2,12,2,3469,54836168
-265,647,22,-0.172639,-0.280678,7.915275,-2.34315,12.1539,1.497735,120,-34.326782,1.834717,106.391602,126,-2.48291,1.252441,-1.340332,554,369,699,0.927734,3,-1,28610,28812,28623,,153,321,2,12,2,3466,54836276
-263,647,22,-0.17264,-0.280676,8.124825,-2.34315,12.144375,1.508617,120,-34.61792,1.862183,106.210327,126,-2.8125,1.208496,-1.340332,554,369,699,0.927734,3,-1,28608,28812,28623,,153,321,2,12,2,3463,54836368
-261,648,21,-0.17264,-0.280674,8.13435,-2.295525,12.144375,1.508436,120,-34.914551,1.889648,106.029053,126,-2.768555,1.230469,-1.340332,554,369,699,0.927734,3,-1,28605,28812,28620,,153,321,2,12,2,3460,54836476
-260,648,20,-0.172641,-0.280672,8.048625,-2.276475,11.83005,1.476991,120,-35.183716,1.917114,105.842285,126,-2.526855,1.274414,-1.340332,554,369,698,0.927734,3,-1,28603,28808,28618,,153,321,2,12,2,3457,54836572
-258,649,19,-0.172642,-0.280671,8.28675,-2.238375,11.934825,1.498804,119,-35.452881,1.950073,105.655518,126,-2.592773,1.340332,-1.362305,554,369,698,0.927734,3,-1,28603,28808,28618,,153,321,2,12,2,3454,54836676
-257,649,19,-0.172642,-0.280669,8.3439,-2.276475,11.83005,1.4939,119,-35.683594,1.988525,105.457764,125,-2.39502,1.450195,-1.362305,554,369,698,0.927734,3,-1,28603,28808,28618,,153,321,2,12,2,3452,54836768
-255,650,18,-0.172643,-0.280667,8.3439,-2.257425,11.94435,1.503025,119,-35.90332,2.032471,105.26001,125,-1.999512,1.428223,-1.362305,553,369,698,0.925781,3,-1,28600,28808,28613,,153,321,2,12,2,3450,54836876
-253,650,18,-0.172644,-0.280665,8.43915,-2.30505,11.934825,1.508356,119,-36.106567,2.06543,105.067749,125,-2.021484,1.472168,-1.362305,554,369,698,0.925781,3,-1,28600,28804,28613,,153,321,2,12,2,3448,54836968
-252,650,17,-0.172644,-0.280663,8.562975,-2.2479,11.94435,1.515607,119,-36.331787,2.103882,104.869995,125,-2.373047,1.384277,-1.384277,554,369,698,0.925781,3,-1,28600,28804,28613,,153,321,2,12,2,3446,54837076
-250,651,17,-0.172645,-0.280661,8.772525,-2.2098,11.79195,1.515002,118,-36.518555,2.136841,104.672241,125,-1.472168,1.318359,-1.362305,553,369,697,0.925781,3,-1,28598,28804,28610,,153,321,2,12,2,3443,54837168
-248,651,16,-0.172646,-0.280659,8.620125,-2.200275,11.915775,1.515895,118,-36.749268,2.164307,104.485474,125,-2.197266,1.296387,-1.384277,554,369,697,0.925781,3,-1,28598,28804,28610,,153,321,2,12,2,3442,54837276
-247,652,16,-0.172646,-0.280657,8.7249,-2.124075,11.858625,1.51649,118,-36.952515,2.186279,104.298706,125,-1.867676,1.252441,-1.362305,553,369,697,0.925781,3,-1,28598,28800,28610,,153,321,2,12,2,3440,54837368
-245,652,15,-0.172647,-0.280655,8.70585,-2.1336,11.67765,1.500696,118,-37.177734,2.208252,104.111938,124,-2.373047,1.340332,-1.384277,553,368,697,0.925781,3,-1,28593,28800,28605,,153,321,2,12,2,3439,54837476
-243,652,15,-0.172648,-0.280653,8.8773,-2.143125,11.7348,1.5158,118,-37.408447,2.230225,103.914185,124,-2.197266,1.362305,-1.384277,553,368,697,0.925781,3,-1,28595,28800,28608,,153,321,2,12,2,3437,54837572
-242,653,14,-0.172648,-0.280651,8.829675,-2.11455,11.52525,1.495587,118,-37.65564,2.25769,103.721924,124,-2.790527,1.384277,-1.384277,553,368,696,0.925781,3,-1,28593,28800,28605,,153,321,2,12,2,3436,54837676
-240,653,14,-0.172649,-0.280649,8.915401,-2.047875,11.48715,1.496972,117,-37.924805,2.285156,103.52417,124,-2.416992,1.384277,-1.362305,553,368,696,0.923828,3,-1,28593,28800,28608,,153,321,2,12,2,3435,54837768
-238,654,13,-0.172649,-0.280647,8.9916,-2.085975,11.496675,1.502891,117,-38.204956,2.307129,103.331909,124,-3.076172,1.384277,-1.362305,553,368,696,0.923828,3,-1,28593,28796,28608,,153,321,2,12,2,3433,54837876
-236,654,13,-0.17265,-0.280645,8.85825,-2.0955,11.363325,1.483996,117,-38.50708,2.334595,103.145142,124,-2.746582,1.340332,-1.340332,553,368,696,0.923828,3,-1,28593,28796,28608,,153,321,2,12,2,3432,54837968
-235,654,12,-0.172651,-0.280643,9.001125,-2.03835,11.3919,1.494502,117,-38.787231,2.351074,102.958374,124,-2.834473,1.384277,-1.340332,553,368,695,0.923828,3,-1,28593,28796,28605,,153,321,2,12,2,3431,54838080
-233,655,12,-0.172651,-0.280641,8.93445,-1.990725,11.2776,1.480613,117,-39.083862,2.367554,102.766113,123,-2.834473,1.340332,-1.384277,553,368,695,0.923828,3,-1,28590,28796,28605,,153,321,2,12,2,3430,54838168
-231,655,11,-0.172652,-0.280639,9.153525,-1.952625,11.25855,1.492546,116,-39.364014,2.37854,102.573853,123,-2.658691,1.318359,-1.450195,552,368,695,0.923828,3,-1,28593,28796,28605,,153,321,2,12,2,3429,54838276
-229,656,11,-0.172652,-0.280638,9.20115,-1.9431,11.37285,1.504416,116,-39.633179,2.384033,102.381592,123,-2.373047,1.274414,-1.450195,552,368,695,0.923828,3,-1,28593,28796,28605,,153,321,2,12,2,3428,54838368
-228,656,10,-0.172653,-0.280636,9.229725,-2.00025,11.29665,1.500828,116,-39.885864,2.39502,102.189331,123,-2.329102,1.296387,-1.428223,552,367,694,0.923828,3,-1,28593,28796,28605,,153,321,2,12,2,3427,54838476
-226,656,10,-0.172654,-0.280634,9.077325,-1.88595,10.99185,1.465839,116,-40.078125,2.406006,101.991577,123,-1.604004,1.318359,-1.428223,552,368,694,0.923828,3,-1,28593,28796,28605,,153,321,2,12,2,3426,54838572
-224,657,9,-0.172654,-0.280632,9.12495,-1.857375,11.0871,1.475952,116,-40.182495,2.422485,101.793823,123,-0.571289,1.362305,-1.428223,552,367,694,0.921875,3,-1,28593,28796,28605,,153,321,2,12,2,3425,54838676
-222,657,9,-0.172655,-0.28063,9.16305,-1.857375,11.039475,1.474632,115,-40.209961,2.433472,101.590576,123,0.197754,1.362305,-1.428223,552,367,694,0.923828,3,-1,28590,28796,28603,,153,321,2,12,2,3425,54838768
-220,657,8,-0.172655,-0.280628,9.1821,-1.800225,11.0109,1.472959,115,-40.13855,2.455444,101.392822,122,1.098633,1.384277,-1.40625,552,367,693,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3424,54838876
-219,658,8,-0.172656,-0.280626,9.191625,-1.84785,11.077575,1.479132,115,-40.006714,2.471924,101.195068,122,1.757813,1.428223,-1.362305,552,367,693,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3423,54838968
-217,658,7,-0.172656,-0.280624,9.16305,-1.7907,11.058525,1.4751,115,-39.825439,2.493896,101.002808,122,1.933594,1.384277,-1.318359,552,367,693,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3423,54839076
-215,658,7,-0.172657,-0.280622,9.27735,-1.743075,11.25855,1.49757,115,-39.611206,2.521362,100.81604,122,2.416992,1.340332,-1.230469,552,367,693,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3422,54839168
-213,659,7,-0.172658,-0.28062,9.23925,-1.7145,11.22045,1.491711,114,-39.375,2.548828,100.640259,122,2.438965,1.296387,-1.186523,551,367,692,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3421,54839276
-211,659,6,-0.172658,-0.280618,9.191625,-1.65735,11.0871,1.477451,114,-39.105835,2.570801,100.464478,122,2.504883,1.230469,-1.186523,551,367,692,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3421,54839368
-210,659,6,-0.172659,-0.280616,9.077325,-1.6002,11.1252,1.472496,114,-38.82019,2.598267,100.299683,122,2.922363,1.274414,-1.120605,551,367,692,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3420,54839476
-208,660,6,-0.172659,-0.280614,8.810625,-1.54305,10.9728,1.442837,114,-38.518066,2.625732,100.134888,121,2.878418,1.318359,-1.07666,551,367,692,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3420,54839572
-206,660,5,-0.17266,-0.280612,8.905875,-1.54305,11.22045,1.468408,114,-38.19397,2.664185,99.970093,121,3.493652,1.384277,-1.054688,551,367,691,0.921875,3,-1,28590,28796,28603,,153,321,2,12,2,3419,54839676
-205,660,5,-0.17266,-0.28061,8.8011,-1.419225,11.249025,1.46303,114,-37.8479,2.713623,99.799805,121,3.383789,1.450195,-1.054688,551,366,691,0.919922,3,-1,28590,28800,28603,,153,321,2,12,2,3419,54839768
-203,660,4,-0.172661,-0.280608,8.89635,-1.39065,11.41095,1.481584,113,-37.485352,2.763062,99.63501,121,3.911133,1.428223,-0.966797,551,366,691,0.919922,3,-1,28590,28800,28605,,153,321,2,12,2,3418,54839876
-201,661,4,-0.172661,-0.280606,8.70585,-1.42875,11.3538,1.465238,113,-37.106323,2.817993,99.470215,121,3.823242,1.384277,-0.966797,551,366,691,0.919922,3,-1,28590,28800,28605,,153,321,2,12,2,3418,54839968
-199,661,4,-0.172662,-0.280604,8.677275,-1.285875,11.458575,1.470886,113,-36.732788,2.867432,99.316406,121,4.020996,1.362305,-0.944824,551,366,690,0.919922,3,-1,28593,28800,28605,,153,321,2,12,2,3418,54840080
-198,661,4,-0.172662,-0.280602,8.6487,-1.2954,11.325225,1.458053,113,-36.392212,2.91687,99.157104,120,2.834473,1.384277,-0.944824,551,366,690,0.919922,3,-1,28593,28800,28605,,153,321,2,12,2,3417,54840168
-196,661,3,-0.172663,-0.2806,8.543925,-1.2954,11.458575,1.462482,113,-36.194458,2.966309,99.003296,120,1.560059,1.296387,-0.944824,551,366,690,0.919922,3,-1,28593,28800,28605,,153,321,2,12,2,3417,54840276
-194,662,3,-0.172663,-0.280598,8.543925,-1.228725,11.401425,1.45729,113,-36.139526,3.010254,98.849487,120,0.109863,1.274414,-0.966797,551,366,690,0.919922,3,-1,28593,28804,28605,,153,321,2,12,2,3416,54840368
-193,662,3,-0.172664,-0.280596,8.429626,-1.16205,11.401425,1.44999,112,-36.221924,3.059692,98.695679,120,-0.900879,1.296387,-1.010742,551,366,689,0.919922,3,-1,28593,28804,28608,,153,321,2,12,2,3416,54840476
-191,662,2,-0.172664,-0.280594,8.562975,-1.152525,11.496675,1.465734,112,-36.381226,3.109131,98.530884,120,-1.911621,1.230469,-1.032715,551,366,689,0.919922,3,-1,28595,28804,28608,,153,321,2,12,2,3416,54840572
-189,662,2,-0.172665,-0.280592,8.55345,-1.08585,11.48715,1.463997,112,-36.633911,3.153076,98.366089,120,-2.416992,1.274414,-1.098633,551,366,689,0.919922,3,-1,28595,28804,28608,,153,321,2,12,2,3416,54840676
-188,662,2,-0.172665,-0.28059,8.6106,-1.12395,11.315701,1.453638,112,-36.947021,3.191528,98.195801,120,-3.537598,1.318359,-1.120605,550,366,689,0.919922,3,-1,28598,28804,28610,,153,321,2,12,2,3415,54840768
-186,663,1,-0.172666,-0.280588,8.62965,-1.04775,11.43,1.463681,112,-37.342529,3.224487,98.025513,120,-3.713379,1.274414,-1.186523,550,366,688,0.919922,3,-1,28600,28808,28615,,153,321,2,12,2,3415,54840876
-184,663,1,-0.172666,-0.280586,8.6106,-1.08585,11.22045,1.445637,112,-37.765503,3.251953,97.849731,119,-4.394531,1.274414,-1.230469,550,366,688,0.919922,3,-1,28595,28808,28610,,153,321,2,12,2,3415,54840968
-183,663,1,-0.172667,-0.280584,8.82015,-1.0287,11.25855,1.461503,111,-38.287354,3.273926,97.668457,119,-5.361328,1.208496,-1.318359,550,366,688,0.919922,3,-1,28600,28808,28613,,153,321,2,12,2,3415,54841076
-181,663,1,-0.172667,-0.280582,8.905875,-1.0668,11.22045,1.463955,111,-38.847656,3.290405,97.487183,119,-5.756836,1.120605,-1.40625,550,366,688,0.919922,3,-1,28600,28812,28615,,153,321,2,12,2,3414,54841168
-179,663,0,-0.172668,-0.28058,8.867775,-1.038225,10.963275,1.440913,111,-39.501343,3.284912,97.300415,119,-6.547852,1.142578,-1.450195,550,365,687,0.917969,3,-1,28605,28812,28618,,153,321,2,12,2,3414,54841276
-178,664,0,-0.172668,-0.280578,9.01065,-1.00965,10.8966,1.444715,111,-40.187988,3.279419,97.108154,119,-6.723633,1.120605,-1.538086,550,365,687,0.917969,3,-1,28605,28812,28618,,153,321,2,12,2,3413,54841368
-176,664,0,-0.172669,-0.280576,9.1059,-0.9906,10.715625,1.436741,111,-40.896606,3.268433,96.915894,119,-7.163086,1.098633,-1.582031,550,365,687,0.917969,3,-1,28605,28816,28620,,153,321,2,12,2,3413,54841476
-174,664,-1,-0.172669,-0.280574,9.153525,-0.962025,10.734675,1.440996,111,-41.583252,3.251953,96.712646,119,-6.350098,1.252441,-1.647949,549,365,687,0.917969,3,-1,28610,28816,28623,,153,321,2,12,2,3413,54841572
-172,664,-1,-0.172669,-0.280572,9.267825,-0.97155,10.45845,1.42758,110,-42.231445,3.240967,96.498413,118,-6.503906,1.384277,-1.691895,549,365,686,0.917969,3,-1,28610,28816,28623,,153,321,2,12,2,3412,54841676
-170,664,-1,-0.17267,-0.28057,9.39165,-0.981075,10.448925,1.43517,110,-42.819214,3.22998,96.273193,118,-5.20752,1.40625,-1.73584,549,365,686,0.917969,3,-1,28613,28820,28625,,153,321,2,12,2,3412,54841768
-168,665,-2,-0.17267,-0.280568,9.58215,-0.9525,10.334625,1.4396,110,-43.346558,3.218994,96.04248,118,-5.031738,1.472168,-1.757813,549,365,686,0.917969,3,-1,28610,28820,28623,,153,321,2,12,2,3412,54841876
-167,665,-2,-0.172671,-0.280566,9.6393,-0.942975,10.410825,1.448955,110,-43.829956,3.202515,95.811768,118,-4.284668,1.428223,-1.779785,550,365,686,0.917969,3,-1,28610,28820,28625,,153,321,2,12,2,3412,54841968
-165,665,-2,-0.172671,-0.280564,9.820275,-0.9525,10.287,1.452515,109,-44.258423,3.180542,95.581055,118,-4.086914,1.40625,-1.801758,549,365,685,0.917969,3,-1,28615,28824,28628,,153,321,2,12,2,3411,54842080
-163,665,-2,-0.172672,-0.280562,9.801225,-0.93345,10.106025,1.437747,109,-44.648438,3.153076,95.355835,118,-3.603516,1.428223,-1.801758,549,365,685,0.917969,3,-1,28615,28824,28628,,153,321,2,12,2,3411,54842168
-161,665,-3,-0.172672,-0.28056,9.906,-0.885825,10.0203,1.438777,109,-45.027466,3.12561,95.125122,117,-3.647461,1.384277,-1.82373,549,365,685,0.917969,3,-1,28618,28824,28630,,153,321,2,12,2,3411,54842276
-159,665,-3,-0.172672,-0.280559,9.896475,-0.866775,9.896475,1.428995,109,-45.373535,3.098145,94.894409,117,-3.076172,1.384277,-1.82373,549,364,684,0.916016,3,-1,28618,28828,28630,,153,321,2,12,2,3410,54842368
-157,666,-4,-0.172673,-0.280557,9.991725,-0.78105,9.858376,1.43284,108,-45.697632,3.065186,94.669189,117,-2.944336,1.428223,-1.82373,549,364,684,0.916016,3,-1,28623,28828,28635,,153,321,2,12,2,3410,54842476
-155,666,-4,-0.172673,-0.280555,10.086975,-0.790575,9.77265,1.433636,108,-46.027222,3.032227,94.438477,117,-2.966309,1.40625,-1.801758,549,364,684,0.916016,3,-1,28620,28828,28633,,153,321,2,12,2,3410,54842572
-153,666,-4,-0.172674,-0.280553,10.0584,-0.74295,9.629775,1.421232,108,-46.323853,3.004761,94.207764,117,-3.032227,1.472168,-1.82373,548,364,683,0.916016,3,-1,28625,28832,28638,,153,321,2,12,2,3409,54842676
-151,666,-4,-0.172674,-0.280551,10.029825,-0.7239,9.54405,1.412937,108,-46.653442,2.977295,93.971558,117,-2.834473,1.582031,-1.801758,548,364,683,0.916016,3,-1,28625,28832,28638,,153,321,2,12,2,3409,54842768
-149,666,-5,-0.172674,-0.280549,10.2108,-0.6858,9.496425,1.422888,108,-46.955566,2.955322,93.729858,116,-3.22998,1.538086,-1.779785,548,364,683,0.916016,3,-1,28625,28836,28638,,153,321,2,12,2,3409,54842876
-147,666,-5,-0.172675,-0.280547,10.258425,-0.657225,9.50595,1.426955,107,-47.285156,2.93335,93.499146,116,-2.966309,1.472168,-1.757813,548,364,682,0.916016,3,-1,28625,28836,28638,,153,321,2,12,2,3408,54842968
-145,666,-5,-0.172675,-0.280545,10.344151,-0.6096,9.31545,1.420121,107,-47.581787,2.905884,93.268433,116,-3.054199,1.472168,-1.757813,548,364,682,0.916016,3,-1,28625,28836,28638,,153,321,2,12,2,3408,54843076
-143,666,-5,-0.172676,-0.280543,10.334625,-0.561975,9.401175,1.425127,107,-47.905884,2.878418,93.03772,116,-3.054199,1.538086,-1.73584,548,364,682,0.916016,3,-1,28628,28840,28640,,153,321,2,12,2,3408,54843168
-141,667,-6,-0.172676,-0.280541,10.487025,-0.581025,9.3345,1.432055,107,-48.180542,2.850952,92.807007,116,-2.48291,1.538086,-1.73584,548,364,681,0.916016,3,-1,28630,28840,28643,,153,321,2,12,2,3408,54843276
-139,667,-6,-0.172676,-0.280539,10.391775,-0.542925,9.229725,1.417558,106,-48.427734,2.823486,92.576294,116,-2.06543,1.560059,-1.713867,548,364,681,0.916016,3,-1,28633,28840,28645,,153,321,2,12,2,3407,54843368
-137,667,-6,-0.172677,-0.280537,10.6299,-0.55245,9.39165,1.446557,106,-48.619995,2.801514,92.345581,116,-1.801758,1.582031,-1.713867,548,363,681,0.914063,3,-1,28635,28844,28648,,153,321,2,12,2,3408,54843476
-135,667,-6,-0.172677,-0.280535,10.5918,-0.4572,9.248775,1.433886,106,-48.790283,2.779541,92.114868,115,-1.40625,1.560059,-1.713867,548,363,681,0.914063,3,-1,28633,28836,28645,,153,321,2,12,2,3408,54843572
-133,667,-7,-0.172677,-0.280533,10.5918,-0.447675,9.01065,1.417837,106,-48.949585,2.752075,91.889648,115,-1.73584,1.538086,-1.691895,547,363,680,0.914063,3,-1,28635,28836,28648,,153,321,2,12,2,3407,54843676
-131,667,-7,-0.172678,-0.280531,10.639425,-0.4572,9.039226,1.42334,105,-49.196777,2.724609,91.658936,115,-2.680664,1.538086,-1.691895,547,363,680,0.914063,3,-1,28635,28836,28648,,153,321,2,12,2,3407,54843768
-129,667,-7,-0.172678,-0.280529,10.72515,-0.390525,9.134475,1.436245,105,-49.537354,2.697144,91.433716,115,-3.735352,1.538086,-1.691895,547,363,680,0.914063,3,-1,28638,28840,28650,,153,321,2,12,2,3408,54843876
-127,667,-7,-0.172678,-0.280527,10.772775,-0.390525,8.93445,1.426709,105,-49.998779,2.664185,91.208496,115,-4.812012,1.516113,-1.713867,547,363,679,0.914063,3,-1,28638,28840,28650,,153,321,2,12,2,3408,54843968
-125,667,-7,-0.172679,-0.280525,10.868025,-0.3429,8.85825,1.42922,105,-50.548096,2.625732,90.977783,114,-5.910645,1.560059,-1.801758,547,363,679,0.914063,3,-1,28640,28840,28653,,153,321,2,12,2,3407,54844080
-122,667,-7,-0.172679,-0.280523,10.87755,-0.32385,8.791575,1.425601,105,-51.201782,2.58728,90.741577,114,-6.657715,1.582031,-1.82373,547,363,678,0.914063,3,-1,28640,28844,28653,,153,321,2,12,2,3407,54844168
-120,667,-7,-0.172679,-0.280521,11.0871,-0.276225,8.7249,1.438027,104,-51.9104,2.537842,90.499878,114,-7.009277,1.582031,-1.867676,547,363,678,0.914063,3,-1,28643,28844,28655,,153,321,2,12,2,3407,54844276
-118,667,-7,-0.17268,-0.280519,11.172825,-0.20955,8.524875,1.432453,104,-52.619019,2.493896,90.263672,114,-6.877441,1.560059,-1.82373,547,363,678,0.914063,3,-1,28643,28844,28655,,153,321,2,12,2,3406,54844368
-116,667,-7,-0.17268,-0.280517,11.191875,-0.219075,8.4582,1.429719,104,-53.250732,2.449951,90.021973,114,-5.800781,1.713867,-1.779785,547,363,677,0.914063,3,-1,28645,28848,28658,,153,321,2,12,2,3406,54844476
-114,667,-7,-0.17268,-0.280515,11.172825,-0.1524,8.353425,1.421718,104,-53.789063,2.406006,89.77478,114,-4.855957,1.73584,-1.779785,547,363,677,0.914063,3,-1,28645,28848,28658,,153,321,2,12,2,3406,54844572
-112,667,-7,-0.17268,-0.280513,11.325225,-0.142875,8.391525,1.436329,103,-54.206543,2.362061,89.527588,113,-3.493652,1.779785,-1.845703,546,362,677,0.912109,3,-1,28648,28848,28663,,153,321,2,12,2,3406,54844676
-109,667,-7,-0.172681,-0.280511,11.5824,-0.104775,8.353425,1.455263,103,-54.503174,2.312622,89.274902,113,-2.592773,1.757813,-1.867676,546,362,677,0.912109,3,-1,28648,28848,28660,,153,321,2,12,2,3406,54844768
-107,667,-7,-0.172681,-0.280509,11.420475,-0.066675,8.248651,1.435543,103,-54.717407,2.263184,89.02771,113,-1.669922,1.757813,-1.867676,546,362,676,0.912109,3,-1,28648,28848,28663,,153,321,2,12,2,3406,54844876
-105,667,-8,-0.172681,-0.280507,11.56335,-0.028575,8.21055,1.445147,103,-54.849243,2.213745,88.775024,113,-1.274414,1.801758,-1.889648,546,362,676,0.912109,3,-1,28650,28852,28665,,153,321,2,12,2,3406,54844968
-103,667,-8,-0.172682,-0.280505,11.41095,0.01905,8.0772,1.424628,102,-54.953613,2.164307,88.516846,113,-0.812988,1.867676,-1.889648,546,362,675,0.912109,3,-1,28650,28852,28665,,153,321,2,12,2,3406,54845076
-100,667,-8,-0.172682,-0.280503,11.67765,0.123825,8.143875,1.45104,102,-55.030518,2.120361,88.253174,113,-1.032715,1.867676,-1.889648,546,362,675,0.912109,3,-1,28653,28852,28665,,153,321,2,12,2,3405,54845168
-98,667,-7,-0.172682,-0.280501,11.620501,0.1143,8.1153,1.4444,102,-55.118408,2.070923,87.994995,112,-0.834961,1.889648,-1.867676,546,362,675,0.912109,3,-1,28653,28852,28668,,153,321,2,12,1,3405,54845276
