Nor_Vel,East_Vel,Down_Vel,LAT,Long,Nx_Accel,Ny_Accel,Nz_Accel,Nor_Accel,Mag_Head,Roll,Pitch,True_Head,Gnd_Track,Roll_Rate,Pitch_Rate,Yaw_Rate,TAS,CAS,Gnd_Speed,MACH,True_AOA,Indi_AOA,Corr_Alt,SYS_Alt,BARO_Alt,RALT_Alt,Wind_Mag,Wind_Dir,MS_Mode,AC_Mode,FOM,Fuel,UTC
362,-188,3,-0.17201,-0.280084,-0.561975,0.762,9.096375,0.931963,339,-4.581299,1.752319,324.7229,346,-0.109863,-0.175781,-0.241699,537,359,408,0.896484,2,-3,28175,28404,28188,,143,317,0,1,1,3325,54924876
362,-189,3,-0.172009,-0.280085,-0.4953,0.714375,8.905875,0.911904,339,-4.592285,1.73584,324.700928,346,-0.109863,-0.175781,-0.219727,537,359,408,0.896484,2,-3,28173,28404,28185,,143,317,0,1,1,3325,54924968
361,-189,3,-0.172008,-0.280086,-0.504825,0.771525,9.01065,0.922914,339,-4.603271,1.713867,324.678955,346,-0.109863,-0.109863,-0.219727,537,359,408,0.896484,2,-3,28173,28404,28185,,143,317,0,1,1,3325,54925076
361,-189,3,-0.172007,-0.280086,-0.466725,0.762,9.134475,0.935183,339,-4.619751,1.702881,324.662476,346,-0.153809,-0.175781,-0.197754,537,359,408,0.896484,2,-3,28170,28404,28183,,143,317,0,1,1,3325,54925168
361,-189,3,-0.172006,-0.280087,-0.523875,0.7239,8.97255,0.918962,339,-4.630737,1.686401,324.640503,346,-0.087891,-0.175781,-0.197754,537,359,408,0.896484,2,-3,28170,28400,28183,,143,317,0,1,1,3325,54925276
361,-189,4,-0.172005,-0.280087,-0.504825,0.828675,9.04875,0.92711,339,-4.641724,1.664429,324.624023,346,-0.131836,-0.197754,-0.175781,537,359,408,0.896484,2,-3,28170,28400,28183,,143,317,0,1,1,3325,54925368
361,-189,4,-0.172004,-0.280088,-0.4572,0.771525,8.8773,0.909074,339,-4.65271,1.647949,324.607544,346,-0.043945,-0.153809,-0.175781,537,358,408,0.896484,2,-3,28168,28400,28183,,143,317,0,1,1,3323,54925476
361,-189,4,-0.172003,-0.280088,-0.4572,0.771525,9.001125,0.921665,339,-4.65271,1.625977,324.591064,346,0.109863,-0.153809,-0.175781,537,359,408,0.896484,2,-3,28165,28396,28180,,143,317,0,1,1,3323,54925572
361,-190,4,-0.172002,-0.280089,-0.447675,0.78105,9.077325,0.929388,338,-4.63623,1.61499,324.574585,346,0.219727,-0.153809,-0.197754,536,358,408,0.896484,2,-3,28168,28396,28180,,143,317,0,1,1,3324,54925676
361,-190,4,-0.172001,-0.280089,-0.5334,0.771525,8.9916,0.921238,338,-4.619751,1.598511,324.552612,346,0.285645,-0.087891,-0.219727,537,359,408,0.896484,2,-3,28165,28396,28178,,143,317,0,1,1,3323,54925768
361,-190,4,-0.172,-0.28009,-0.447675,0.74295,9.039226,0.925324,338,-4.586792,1.587524,324.53064,346,0.307617,-0.131836,-0.241699,537,358,408,0.896484,2,-3,28165,28392,28178,,143,317,0,1,1,3323,54925876
361,-190,4,-0.172,-0.280091,-0.447675,0.771525,8.867775,0.908044,338,-4.54834,1.571045,324.508667,346,0.439453,-0.087891,-0.219727,537,359,408,0.896484,2,-3,28163,28392,28175,,143,317,0,1,1,3324,54925968
360,-190,5,-0.171999,-0.280091,-0.43815,0.762,8.943975,0.915661,338,-4.487915,1.560059,324.486694,346,0.65918,-0.065918,-0.219727,537,359,408,0.896484,2,-3,28160,28392,28173,,143,317,0,1,1,3323,54926076
360,-190,5,-0.171998,-0.280092,-0.485775,0.81915,8.89635,0.911396,338,-4.405518,1.549072,324.470215,346,0.74707,-0.043945,-0.219727,537,359,408,0.896484,2,-3,28160,28388,28173,,143,317,0,1,1,3323,54926168
360,-190,5,-0.171997,-0.280092,-0.447675,0.8001,9.039226,0.925539,338,-4.317627,1.538086,324.448242,346,0.812988,-0.109863,-0.219727,537,359,408,0.896484,2,-3,28160,28388,28173,,143,317,0,1,1,3324,54926276
360,-191,5,-0.171996,-0.280093,-0.409575,0.74295,9.067801,0.927899,338,-4.235229,1.532593,324.42627,346,0.725098,-0.087891,-0.197754,536,358,408,0.896484,2,-3,28158,28388,28170,,143,317,0,1,1,3324,54926368
360,-191,5,-0.171995,-0.280093,-0.43815,0.752475,9.115425,0.932952,338,-4.163818,1.521606,324.40979,346,0.725098,-0.043945,-0.175781,536,358,408,0.896484,2,-3,28155,28384,28168,,143,317,0,1,1,3324,54926476
360,-191,5,-0.171994,-0.280094,-0.4953,0.8001,9.115425,0.933496,338,-4.081421,1.516113,324.393311,346,0.769043,-0.043945,-0.153809,536,358,408,0.894531,2,-3,28153,28384,28165,,143,317,0,1,1,3323,54926572
360,-191,5,-0.171993,-0.280095,-0.43815,0.771525,9.23925,0.94557,338,-4.01001,1.51062,324.376831,346,0.856934,-0.087891,-0.153809,536,358,408,0.894531,2,-3,28150,28380,28163,,143,317,0,1,1,3323,54926676
360,-191,6,-0.171992,-0.280095,-0.409575,0.733425,9.153525,0.936483,338,-3.927612,1.505127,324.360352,346,0.812988,-0.065918,-0.131836,536,358,408,0.894531,2,-3,28150,28380,28163,,143,317,0,1,1,3324,54926768
360,-191,6,-0.171991,-0.280096,-0.428625,0.733425,9.16305,0.937542,338,-3.850708,1.499634,324.349365,346,0.834961,-0.087891,-0.131836,536,358,408,0.896484,2,-3,28150,28380,28163,,143,317,0,1,1,3324,54926876
360,-191,6,-0.17199,-0.280096,-0.485775,0.7239,9.2583,0.947508,338,-3.768311,1.488647,324.338379,346,0.900879,-0.153809,-0.153809,536,359,408,0.896484,2,-3,28145,28376,28158,,143,317,0,1,1,3324,54926968
360,-192,6,-0.171989,-0.280097,-0.409575,0.7239,9.363075,0.957684,338,-3.696899,1.477661,324.316406,346,0.769043,-0.109863,-0.175781,537,359,408,0.896484,2,-3,28145,28376,28158,,143,317,0,1,1,3324,54927076
360,-192,6,-0.171988,-0.280097,-0.485775,0.7239,9.210675,0.942602,338,-3.625488,1.466675,324.299927,346,0.65918,-0.131836,-0.175781,536,358,408,0.894531,2,-3,28143,28372,28158,,143,317,0,1,1,3324,54927168
359,-192,6,-0.171988,-0.280098,-0.40005,0.619125,9.248775,0.945575,338,-3.570557,1.450195,324.283447,346,0.615234,-0.131836,-0.175781,536,359,408,0.896484,2,-3,28143,28372,28155,,143,317,0,1,1,3324,54927276
359,-192,6,-0.171987,-0.280099,-0.390525,0.619125,8.97255,0.917402,338,-3.510132,1.439209,324.266968,346,0.549316,-0.087891,-0.175781,536,359,408,0.894531,2,-3,28138,28372,28153,,143,317,0,1,1,3323,54927368
359,-192,7,-0.171986,-0.280099,-0.381,0.714375,9.12495,0.933182,338,-3.466187,1.433716,324.250488,346,0.439453,-0.043945,-0.175781,536,359,407,0.896484,2,-3,28138,28368,28153,,143,317,0,1,1,3324,54927476
359,-192,7,-0.171985,-0.2801,-0.40005,0.7239,9.248775,0.945907,338,-3.433228,1.433716,324.234009,346,0.307617,-0.065918,-0.175781,536,359,407,0.896484,2,-3,28138,28368,28153,,143,317,0,1,1,3324,54927572
359,-192,7,-0.171984,-0.2801,-0.3429,0.66675,9.2964,0.950233,338,-3.427734,1.428223,324.217529,346,0.043945,0.0,-0.153809,536,359,407,0.894531,2,-3,28138,28364,28150,,143,317,0,1,1,3324,54927676
359,-193,7,-0.171983,-0.280101,-0.40005,0.695325,9.220201,0.942896,338,-3.422241,1.428223,324.20105,346,0.043945,-0.021973,-0.175781,536,359,407,0.894531,2,-3,28133,28364,28145,,143,317,0,1,1,3324,54927768
359,-193,7,-0.171982,-0.280101,-0.4191,0.714375,9.35355,0.956649,338,-3.433228,1.417236,324.190063,346,-0.131836,-0.131836,-0.153809,536,359,407,0.896484,2,-3,28133,28360,28145,,143,317,0,1,1,3324,54927876
359,-193,7,-0.171981,-0.280102,-0.381,0.714375,9.23925,0.944815,338,-3.444214,1.40625,324.173584,346,-0.043945,-0.131836,-0.153809,537,359,407,0.896484,2,-3,28133,28360,28145,,143,317,0,1,1,3324,54927968
359,-193,8,-0.17198,-0.280103,-0.352425,0.6477,9.172575,0.937646,338,-3.460693,1.395264,324.157104,346,-0.153809,-0.109863,-0.131836,537,359,407,0.896484,2,-3,28130,28356,28143,,143,317,0,1,1,3324,54928080
359,-193,8,-0.171979,-0.280103,-0.371475,0.6858,9.324975,0.953406,338,-3.47168,1.384277,324.146118,346,0.043945,-0.087891,-0.131836,537,359,407,0.896484,2,-3,28128,28356,28140,,143,317,0,1,1,3323,54928168
359,-193,8,-0.171978,-0.280104,-0.371475,0.676275,9.23925,0.944654,338,-3.488159,1.384277,324.135132,346,-0.109863,-0.065918,-0.109863,536,359,407,0.894531,2,-3,28125,28352,28138,,143,317,0,1,1,3323,54928276
359,-193,8,-0.171977,-0.280104,-0.3429,0.676275,9.344025,0.955159,338,-3.493652,1.378784,324.118652,346,0.109863,0.021973,-0.131836,537,359,407,0.896484,2,-3,28123,28352,28135,,143,317,0,1,1,3324,54928368
359,-193,8,-0.171976,-0.280105,-0.447675,0.62865,9.4488,0.966236,338,-3.499146,1.378784,324.107666,346,-0.021973,0.0,-0.131836,537,359,407,0.896484,2,-3,28123,28352,28135,,143,317,0,1,1,3326,54928476
358,-194,8,-0.171976,-0.280106,-0.466725,0.7239,9.525001,0.974437,338,-3.488159,1.378784,324.091187,346,0.175781,-0.021973,-0.153809,536,359,407,0.896484,2,-3,28118,28348,28130,,143,317,0,1,1,3326,54928572
358,-194,8,-0.171975,-0.280106,-0.314325,0.657225,9.3345,0.953954,338,-3.477173,1.378784,324.074707,346,0.087891,-0.065918,-0.175781,537,359,407,0.896484,2,-3,28118,28348,28130,,143,317,0,1,1,3326,54928676
358,-194,9,-0.171974,-0.280107,-0.47625,0.66675,9.344025,0.955862,338,-3.466187,1.367798,324.058228,346,0.197754,-0.021973,-0.153809,536,359,407,0.896484,2,-2,28118,28344,28130,,143,317,0,1,1,3326,54928768
358,-194,9,-0.171973,-0.280107,-0.371475,0.6477,9.382125,0.959083,338,-3.444214,1.362305,324.041748,345,0.065918,-0.109863,-0.197754,537,359,407,0.896484,2,-3,28115,28344,28128,,143,317,0,1,1,3327,54928876
358,-194,9,-0.171972,-0.280108,-0.381,0.733425,9.35355,0.956531,338,-3.433228,1.356812,324.019775,345,0.153809,-0.065918,-0.175781,537,359,407,0.896484,2,-3,28113,28340,28125,,143,317,0,1,1,3327,54928968
358,-194,9,-0.171971,-0.280108,-0.36195,0.6858,9.305925,0.951412,338,-3.422241,1.345825,324.008789,345,0.043945,-0.065918,-0.153809,537,359,407,0.896484,2,-3,28110,28340,28123,,142,317,0,1,1,3327,54929076
358,-194,9,-0.17197,-0.280109,-0.36195,0.676275,9.4107,0.962037,338,-3.405762,1.340332,323.99231,345,0.131836,0.0,-0.153809,537,359,407,0.896484,2,-3,28108,28336,28123,,142,317,0,1,1,3327,54929168
358,-195,9,-0.171969,-0.28011,-0.390525,0.676275,9.46785,0.968004,338,-3.394775,1.340332,323.981323,345,0.043945,-0.021973,-0.131836,537,359,407,0.896484,2,-3,28108,28336,28123,,142,317,0,1,1,3327,54929276
358,-195,9,-0.171968,-0.28011,-0.4191,0.78105,9.382125,0.959801,338,-3.383789,1.334839,323.964844,345,0.153809,0.043945,-0.131836,537,359,407,0.896484,2,-3,28105,28332,28118,,142,317,0,1,1,3327,54929368
358,-195,9,-0.171967,-0.280111,-0.4191,0.6858,9.515475,0.97303,338,-3.372803,1.340332,323.953857,345,0.131836,0.021973,-0.109863,537,359,407,0.896484,2,-3,28103,28332,28115,,142,317,0,1,1,3328,54929476
358,-195,10,-0.171966,-0.280111,-0.390525,0.714375,9.534525,0.974902,338,-3.356323,1.345825,323.942871,345,0.197754,0.065918,-0.131836,537,359,407,0.896484,2,-3,28103,28328,28115,,142,317,0,1,1,3328,54929572
358,-195,10,-0.171965,-0.280112,-0.36195,0.714375,9.439275,0.965047,338,-3.35083,1.351318,323.926392,345,0.065918,0.087891,-0.131836,537,359,407,0.896484,2,-3,28100,28328,28113,,142,317,0,1,1,3328,54929676
358,-195,10,-0.171964,-0.280112,-0.352425,0.676275,9.7917,1.000722,338,-3.339844,1.356812,323.909912,345,0.153809,0.065918,-0.175781,537,359,407,0.896484,2,-3,28100,28324,28113,,142,317,0,1,1,3328,54929768
358,-195,10,-0.171964,-0.280113,-0.371475,0.638175,9.667875,0.988092,338,-3.334351,1.356812,323.893433,345,-0.065918,0.065918,-0.175781,537,359,407,0.896484,2,-3,28098,28324,28110,,142,317,0,1,1,3328,54929876
357,-195,10,-0.171963,-0.280114,-0.352425,0.619125,9.667875,0.987922,338,-3.345337,1.362305,323.87146,345,-0.153809,0.0,-0.219727,537,359,407,0.896484,2,-2,28093,28320,28105,,142,317,0,1,1,3328,54929968
357,-196,10,-0.171962,-0.280114,-0.390525,0.6858,9.677401,0.989342,338,-3.378296,1.356812,323.849487,345,-0.41748,0.021973,-0.197754,537,359,407,0.896484,2,-3,28093,28320,28105,,142,317,0,1,1,3328,54930076
357,-196,10,-0.171961,-0.280115,-0.40005,0.6858,9.7536,0.997169,338,-3.427734,1.351318,323.827515,345,-0.461426,-0.043945,-0.197754,537,359,407,0.896484,2,-3,28090,28316,28103,,142,317,0,1,1,3328,54930168
357,-196,10,-0.17196,-0.280115,-0.4191,0.695325,9.73455,0.995396,338,-3.499146,1.351318,323.811035,345,-0.856934,0.0,-0.153809,537,359,407,0.896484,2,-2,28088,28316,28100,,142,317,0,1,1,3328,54930276
357,-196,10,-0.171959,-0.280116,-0.4953,0.762,9.81075,1.003868,338,-3.592529,1.351318,323.794556,345,-0.944824,0.0,-0.175781,537,359,407,0.896484,2,-3,28088,28312,28100,,142,317,0,1,1,3328,54930368
357,-196,10,-0.171958,-0.280117,-0.409575,0.733425,9.77265,0.999438,338,-3.696899,1.345825,323.778076,345,-1.098633,0.043945,-0.175781,537,359,407,0.896484,2,-2,28085,28312,28098,,142,317,0,1,1,3329,54930476
357,-196,10,-0.171957,-0.280117,-0.43815,0.771525,9.820275,1.004643,338,-3.806763,1.345825,323.756104,345,-1.098633,0.0,-0.197754,537,359,407,0.896484,2,-2,28083,28308,28095,,142,317,0,1,1,3329,54930572
357,-196,10,-0.171956,-0.280118,-0.4191,0.695325,9.58215,0.980029,338,-3.916626,1.345825,323.734131,345,-1.186523,0.065918,-0.219727,537,359,407,0.896484,2,-2,28080,28308,28093,,142,317,0,1,1,3329,54930676
357,-197,10,-0.171955,-0.280118,-0.409575,0.771525,9.73455,0.995835,338,-4.042969,1.345825,323.712158,345,-1.230469,0.043945,-0.241699,537,359,407,0.896484,2,-2,28078,28304,28090,,142,317,0,1,1,3329,54930768
357,-197,11,-0.171954,-0.280119,-0.47625,0.8382,9.801225,1.003368,338,-4.158325,1.351318,323.684692,345,-1.164551,0.021973,-0.263672,537,359,407,0.896484,2,-2,28075,28304,28090,,142,317,0,1,1,3329,54930876
357,-197,11,-0.171953,-0.280119,-0.43815,0.762,9.591675,0.981509,338,-4.279175,1.351318,323.66272,345,-1.252441,0.065918,-0.263672,537,359,407,0.896484,2,-2,28073,28300,28088,,142,317,0,1,1,3329,54930968
357,-197,11,-0.171953,-0.28012,-0.504825,0.809625,9.84885,1.008349,338,-4.400024,1.351318,323.635254,345,-1.208496,0.021973,-0.263672,537,359,407,0.896484,2,-2,28073,28300,28088,,142,317,0,1,1,3329,54931076
356,-197,11,-0.171952,-0.280121,-0.504825,0.85725,9.782175,1.001854,338,-4.520874,1.351318,323.607788,345,-1.186523,0.021973,-0.263672,537,359,407,0.896484,2,-2,28073,28296,28085,,142,317,0,1,1,3329,54931168
356,-197,11,-0.171951,-0.280121,-0.4953,0.8763,9.763125,0.999998,337,-4.63623,1.345825,323.580322,345,-1.208496,-0.021973,-0.263672,537,359,407,0.896484,2,-3,28070,28296,28083,,142,317,0,1,1,3329,54931276
356,-198,11,-0.17195,-0.280122,-0.581025,0.89535,9.8298,1.007511,337,-4.75708,1.340332,323.55835,345,-1.164551,-0.065918,-0.263672,537,359,407,0.896484,2,-2,28068,28292,28080,,142,316,0,1,1,3329,54931368
356,-198,11,-0.171949,-0.280122,-0.5334,0.9144,9.820275,1.006366,337,-4.872437,1.334839,323.530884,345,-1.07666,-0.087891,-0.263672,537,359,407,0.894531,2,-2,28065,28292,28078,,142,316,0,1,1,3328,54931476
356,-198,11,-0.171948,-0.280123,-0.523875,0.85725,9.77265,1.001179,337,-4.987793,1.323853,323.503418,345,-1.142578,-0.065918,-0.263672,537,359,407,0.896484,2,-2,28063,28288,28075,,142,316,0,1,1,3328,54931572
356,-198,11,-0.171947,-0.280124,-0.561975,0.847725,9.648825,0.988851,337,-5.092163,1.318359,323.475952,345,-1.054688,-0.065918,-0.285645,537,359,407,0.896484,2,-2,28060,28284,28073,,142,316,0,1,1,3328,54931676
356,-198,11,-0.171946,-0.280124,-0.542925,0.93345,9.953625,1.020207,337,-5.196533,1.312866,323.453979,345,-0.922852,-0.021973,-0.263672,537,359,407,0.896484,2,-2,28060,28284,28073,,142,316,0,1,1,3328,54931768
356,-198,11,-0.171945,-0.280125,-0.542925,0.93345,9.69645,0.994128,337,-5.29541,1.312866,323.426514,345,-0.98877,0.0,-0.263672,537,359,407,0.896484,2,-2,28058,28280,28070,,142,316,0,1,1,3327,54931876
356,-199,11,-0.171944,-0.280125,-0.542925,0.93345,9.725025,0.997054,337,-5.388794,1.312866,323.399048,345,-0.966797,0.043945,-0.263672,537,359,407,0.896484,2,-2,28055,28280,28068,,142,316,0,1,1,3327,54931968
355,-199,11,-0.171943,-0.280126,-0.600075,0.9525,9.763125,1.001504,337,-5.476685,1.307373,323.371582,345,-0.791016,-0.021973,-0.285645,537,359,407,0.896484,2,-2,28053,28276,28065,,142,316,0,1,1,3326,54932080
355,-199,11,-0.171942,-0.280127,-0.542925,0.9525,9.69645,0.994324,337,-5.564575,1.307373,323.344116,345,-0.834961,0.021973,-0.285645,537,359,407,0.896484,2,-3,28050,28276,28063,,142,316,0,1,1,3326,54932168
355,-199,11,-0.171942,-0.280127,-0.581025,0.962025,9.65835,0.990839,337,-5.646973,1.307373,323.31665,345,-0.74707,0.0,-0.285645,537,359,407,0.896484,2,-2,28048,28272,28060,,142,316,0,1,1,3326,54932276
355,-199,11,-0.171941,-0.280128,-0.581025,1.019175,9.73455,0.998977,337,-5.723877,1.307373,323.283691,345,-0.791016,0.021973,-0.285645,537,359,407,0.896484,2,-3,28048,28272,28060,,142,316,0,1,1,3326,54932368
355,-200,11,-0.17194,-0.280128,-0.638175,0.962025,9.667875,0.992298,337,-5.800781,1.307373,323.256226,345,-0.725098,0.021973,-0.285645,537,359,407,0.896484,2,-2,28043,28268,28058,,142,316,0,1,1,3326,54932476
355,-200,11,-0.171939,-0.280129,-0.62865,1.00965,9.763125,1.002234,337,-5.872192,1.307373,323.223267,345,-0.703125,0.043945,-0.307617,537,359,407,0.896484,2,-2,28043,28268,28058,,142,316,0,1,1,3326,54932572
355,-200,11,-0.171938,-0.28013,-0.62865,1.04775,9.77265,1.00349,337,-5.93811,1.307373,323.195801,345,-0.65918,0.021973,-0.285645,537,359,407,0.894531,2,-2,28043,28264,28055,,142,316,0,1,1,3326,54932676
355,-200,11,-0.171937,-0.28013,-0.752475,1.076325,9.7917,1.00666,337,-5.998535,1.307373,323.168335,345,-0.637207,0.0,-0.307617,537,359,407,0.894531,2,-2,28040,28264,28053,,142,316,0,1,1,3325,54932768
354,-200,11,-0.171936,-0.280131,-0.6858,1.00965,9.782175,1.004691,337,-6.064453,1.30188,323.135376,344,-0.571289,0.021973,-0.285645,537,359,407,0.896484,2,-2,28038,28260,28050,,142,316,0,1,1,3325,54932876
354,-201,11,-0.171935,-0.280131,-0.619125,1.0668,9.686925,0.994921,337,-6.130371,1.30188,323.10791,344,-0.703125,0.0,-0.263672,537,359,407,0.894531,2,-3,28035,28260,28048,,142,316,0,1,1,3325,54932968
354,-201,11,-0.171934,-0.280132,-0.657225,1.1049,9.953625,1.022577,337,-6.201782,1.30188,323.080444,344,-0.637207,0.021973,-0.263672,537,359,407,0.894531,2,-2,28033,28256,28045,,142,316,0,1,1,3325,54933076
354,-201,11,-0.171933,-0.280133,-0.6477,1.076325,9.763125,1.002996,337,-6.2677,1.30188,323.052979,344,-0.812988,0.043945,-0.263672,537,359,407,0.894531,2,-2,28030,28256,28043,,142,316,0,1,1,3325,54933168
354,-201,11,-0.171932,-0.280133,-0.657225,1.095375,9.725025,0.999379,337,-6.328125,1.30188,323.031006,344,-0.637207,0.043945,-0.263672,537,359,407,0.896484,2,-2,28030,28252,28043,,142,316,0,1,1,3326,54933276
354,-201,12,-0.171931,-0.280134,-0.70485,1.143,9.8679,1.014655,337,-6.399536,1.30188,322.998047,344,-0.681152,0.021973,-0.285645,537,359,407,0.894531,2,-2,28028,28252,28040,,142,316,0,1,1,3326,54933368
354,-202,12,-0.171931,-0.280134,-0.733425,1.114425,9.725025,1.000228,337,-6.465454,1.307373,322.970581,344,-0.65918,0.087891,-0.307617,537,360,407,0.896484,2,-2,28025,28248,28038,,142,316,0,1,1,3325,54933476
354,-202,12,-0.17193,-0.280135,-0.714375,1.143,9.81075,1.008994,337,-6.531372,1.307373,322.937622,344,-0.703125,0.065918,-0.32959,537,359,407,0.894531,2,-2,28023,28244,28035,,142,316,0,1,1,3325,54933572
353,-202,12,-0.171929,-0.280136,-0.74295,1.16205,9.782175,1.00652,337,-6.586304,1.312866,322.904663,344,-0.571289,0.087891,-0.32959,537,359,407,0.894531,2,-2,28018,28244,28033,,142,316,0,1,1,3325,54933676
353,-202,12,-0.171928,-0.280136,-0.78105,1.16205,9.88695,1.017484,337,-6.641235,1.323853,322.871704,344,-0.483398,0.065918,-0.32959,537,359,407,0.896484,2,-2,28018,28240,28030,,142,316,0,1,1,3325,54933768
353,-202,12,-0.171927,-0.280137,-0.78105,1.1049,9.782175,1.006427,337,-6.679688,1.323853,322.833252,344,-0.41748,0.109863,-0.32959,537,360,407,0.896484,2,-2,28015,28240,28028,,142,316,0,1,1,3325,54933876
353,-203,12,-0.171926,-0.280137,-0.7239,1.143,9.92505,1.020694,337,-6.712646,1.329346,322.800293,344,-0.241699,0.087891,-0.32959,537,360,407,0.896484,2,-2,28015,28236,28030,,142,316,0,1,1,3325,54933968
353,-203,12,-0.171925,-0.280138,-0.809625,1.171575,9.915525,1.020733,337,-6.712646,1.329346,322.767334,344,0.087891,0.087891,-0.307617,537,359,407,0.894531,2,-2,28013,28236,28025,,142,316,0,1,1,3325,54934080
353,-203,12,-0.171924,-0.280139,-0.733425,1.152525,9.84885,1.013127,337,-6.690674,1.334839,322.739868,344,0.439453,0.065918,-0.263672,537,359,407,0.894531,2,-3,28013,28236,28025,,142,316,0,1,1,3325,54934168
353,-203,12,-0.171923,-0.280139,-0.7239,1.16205,9.906,1.018878,337,-6.624756,1.334839,322.712402,344,0.725098,0.043945,-0.263672,537,360,407,0.896484,2,-2,28010,28232,28023,,142,316,0,1,1,3324,54934276
352,-204,12,-0.171922,-0.28014,-0.733425,1.16205,10.0584,1.034359,337,-6.531372,1.334839,322.69043,344,1.098633,0.065918,-0.241699,537,359,407,0.894531,2,-2,28008,28232,28020,,142,316,0,1,1,3324,54934368
352,-204,12,-0.171922,-0.28014,-0.7239,1.114425,9.782175,1.005875,337,-6.416016,1.340332,322.662964,344,1.274414,0.131836,-0.241699,537,359,407,0.894531,2,-2,28005,28228,28018,,142,316,0,1,1,3324,54934476
352,-204,12,-0.171921,-0.280141,-0.762,1.133475,10.0203,1.030411,337,-6.289673,1.356812,322.640991,344,1.296387,0.263672,-0.263672,536,359,407,0.894531,2,-2,28003,28228,28015,,142,316,0,1,1,3324,54934572
352,-204,12,-0.17192,-0.280142,-0.66675,1.08585,10.048875,1.032073,337,-6.16333,1.378784,322.608032,344,1.230469,0.307617,-0.263672,537,359,407,0.894531,2,-2,28003,28224,28015,,142,316,0,1,1,3323,54934676
352,-204,12,-0.171919,-0.280142,-0.6858,1.114425,10.086975,1.036234,336,-6.036987,1.40625,322.580566,344,1.230469,0.32959,-0.241699,537,360,407,0.894531,2,-2,28000,28224,28013,,142,316,0,1,1,3322,54934768
352,-205,12,-0.171918,-0.280143,-0.733425,1.0668,10.191751,1.046857,336,-5.916138,1.433716,322.553101,344,1.164551,0.307617,-0.263672,537,359,407,0.894531,2,-2,28000,28220,28013,,142,316,0,1,1,3322,54934876
352,-205,12,-0.171917,-0.280144,-0.771525,1.143,10.315576,1.060169,336,-5.800781,1.461182,322.525635,344,1.07666,0.241699,-0.219727,537,360,407,0.894531,2,-2,27995,28220,28008,,142,316,0,1,1,3321,54934968
351,-205,12,-0.171916,-0.280144,-0.74295,1.076325,10.38225,1.066194,336,-5.701904,1.477661,322.503662,344,0.944824,0.197754,-0.241699,536,359,407,0.894531,2,-2,27993,28216,28005,,142,316,0,1,1,3321,54935076
351,-205,12,-0.171915,-0.280145,-0.78105,0.97155,10.353675,1.062885,336,-5.614014,1.494141,322.476196,344,0.856934,0.241699,-0.219727,536,359,407,0.894531,3,-2,27990,28216,28005,,142,316,0,1,1,3320,54935168
351,-205,12,-0.171914,-0.280145,-0.809625,0.962025,10.334625,1.061078,336,-5.531616,1.516113,322.454224,344,0.74707,0.175781,-0.219727,536,360,407,0.894531,3,-2,27988,28212,28003,,142,316,0,1,1,3320,54935276
351,-206,12,-0.171913,-0.280146,-0.809625,0.923925,10.334625,1.060806,336,-5.454712,1.5271,322.432251,344,0.703125,0.131836,-0.197754,536,359,407,0.894531,2,-2,27988,28212,28003,,142,316,0,1,1,3320,54935368
351,-206,12,-0.171912,-0.280147,-0.866775,0.904875,10.26795,1.054346,336,-5.388794,1.543579,322.410278,344,0.549316,0.197754,-0.197754,536,359,407,0.894531,3,-2,27988,28208,28000,,142,316,0,1,1,3319,54935476
351,-206,12,-0.171912,-0.280147,-0.9144,0.89535,10.4394,1.072034,336,-5.328369,1.560059,322.388306,344,0.637207,0.175781,-0.197754,536,359,407,0.894531,2,-2,27983,28208,27995,,142,316,0,1,1,3319,54935572
350,-206,12,-0.171911,-0.280148,-0.828675,0.866775,10.4013,1.067297,336,-5.284424,1.576538,322.366333,343,0.483398,0.197754,-0.219727,536,359,407,0.894531,3,-2,27980,28204,27993,,142,316,0,1,1,3318,54935676
350,-206,12,-0.17191,-0.280148,-0.8382,0.81915,10.334625,1.060307,336,-5.234985,1.593018,322.34436,343,0.483398,0.197754,-0.197754,536,359,407,0.894531,2,-2,27980,28204,27993,,142,316,0,1,1,3318,54935768
350,-206,12,-0.171909,-0.280149,-0.85725,0.9525,10.429875,1.07085,336,-5.185547,1.609497,322.322388,343,0.461426,0.153809,-0.219727,536,360,406,0.894531,3,-2,27980,28200,27993,,142,316,0,1,1,3318,54935876
350,-207,12,-0.171908,-0.28015,-0.8382,0.866775,10.53465,1.08083,336,-5.136108,1.620483,322.300415,343,0.65918,0.175781,-0.175781,536,359,406,0.894531,3,-2,27978,28200,27990,,142,316,0,1,1,3318,54935968
350,-207,12,-0.171907,-0.28015,-0.866775,0.847725,10.544175,1.08188,336,-5.07019,1.642456,322.278442,343,0.571289,0.197754,-0.175781,536,359,406,0.894531,2,-2,27973,28200,27985,,142,316,0,1,1,3317,54936076
350,-207,12,-0.171906,-0.280151,-0.942975,0.828675,10.6299,1.091035,336,-4.998779,1.653442,322.261963,343,0.725098,0.131836,-0.175781,536,360,406,0.894531,3,-2,27973,28196,27985,,142,316,0,1,1,3317,54936168
349,-207,12,-0.171905,-0.280152,-0.81915,0.847725,10.38225,1.064985,336,-4.910889,1.669922,322.23999,343,0.922852,0.153809,-0.153809,536,360,406,0.894531,3,-2,27970,28196,27983,,142,316,0,1,1,3316,54936276
