SPEED,ALT
96.0,12140.0
96.0,12120.0
96.0,12120.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12120.0
96.0,12120.0
96.0,12120.0
96.0,12120.0
96.0,12140.0
96.0,12120.0
96.0,12120.0
96.0,12120.0
96.0,12120.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12120.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
96.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
97.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12120.0
98.0,12120.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
98.0,12140.0
99.0,12140.0
99.0,12140.0
98.0,12140.0
98.0,12140.0
99.0,12140.0
99.0,12140.0
99.0,12140.0
99.0,12140.0
99.0,12140.0
99.0,12140.0
100.0,12140.0
99.0,12140.0
100.0,12140.0
100.0,12120.0
100.0,12120.0
99.0,12120.0
100.0,12140.0
100.0,12140.0
100.0,12120.0
100.0,12120.0
100.0,12120.0
100.0,12140.0
100.0,12140.0
101.0,12120.0
,12140.0
101.0,12120.0
101.0,12120.0
101.0,12120.0
101.0,12140.0
101.0,12120.0
101.0,12120.0
101.0,12120.0
101.0,12120.0
101.0,12120.0
102.0,12120.0
,12120.0
102.0,12120.0
102.0,12120.0
102.0,12120.0
102.0,12120.0
102.0,12120.0
102.0,12120.0
102.0,12120.0
103.0,12120.0
,12120.0
,12120.0
103.0,12120.0
103.0,12120.0
103.0,12120.0
103.0,12120.0
103.0,12120.0
103.0,12120.0
103.0,12120.0
,12120.0
,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
104.0,12120.0
105.0,12120.0
105.0,12120.0
105.0,12120.0
105.0,12120.0
105.0,12120.0
105.0,12120.0
105.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
106.0,12120.0
,12100.0
,12120.0
107.0,12120.0
107.0,12120.0
107.0,12120.0
107.0,12120.0
107.0,12120.0
107.0,12120.0
107.0,12120.0
107.0,12100.0
107.0,12100.0
107.0,12100.0
107.0,12100.0
108.0,
107.0,
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
108.0,12100.0
109.0,
109.0,12100.0
109.0,12100.0
109.0,12100.0
,12100.0
109.0,12100.0
109.0,12100.0
109.0,12100.0
109.0,12100.0
110.0,12100.0
110.0,12100.0
110.0,12100.0
110.0,12100.0
109.0,12100.0
109.0,12100.0
110.0,12100.0
110.0,12100.0
110.0,12100.0
110.0,
110.0,
111.0,
111.0,
111.0,12100.0
111.0,12100.0
111.0,12100.0
111.0,12100.0
111.0,12100.0
111.0,12100.0
111.0,12100.0
111.0,12100.0
112.0,12100.0
111.0,12100.0
112.0,12080.0
112.0,12100.0
112.0,12100.0
,12100.0
112.0,12100.0
112.0,12080.0
112.0,12080.0
112.0,12080.0
112.0,12100.0
112.0,12100.0
112.0,12100.0
112.0,12100.0
,12100.0
112.0,12100.0
,12100.0
113.0,12100.0
113.0,12100.0
113.0,12100.0
113.0,12080.0
113.0,12080.0
113.0,12080.0
113.0,12080.0
113.0,12080.0
113.0,12080.0
113.0,12080.0
,12080.0
,12080.0
114.0,12080.0
,12080.0
114.0,12080.0
114.0,12080.0
114.0,12080.0
114.0,12080.0
,12080.0
114.0,12080.0
114.0,12080.0
114.0,12080.0
114.0,12080.0
114.0,12080.0
115.0,12080.0
115.0,12080.0
115.0,12080.0
115.0,12080.0
115.0,12080.0
,12080.0
115.0,12080.0
115.0,12080.0
115.0,12080.0
115.0,12080.0
116.0,12080.0
116.0,12080.0
115.0,12080.0
115.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
117.0,12080.0
116.0,12080.0
116.0,12080.0
,12080.0
116.0,12080.0
,12080.0
116.0,12080.0
116.0,12080.0
116.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
117.0,12080.0
118.0,12080.0
,12080.0
118.0,12080.0
117.0,12080.0
118.0,12080.0
118.0,12080.0
118.0,12080.0
117.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,
118.0,
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,
118.0,
118.0,12100.0
,12100.0
,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,
118.0,12100.0
,
,12100.0
,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,
118.0,
118.0,
118.0,12100.0
118.0,12100.0
118.0,12100.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12100.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
118.0,12120.0
,12140.0
119.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12120.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
118.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
,12140.0
,12140.0
,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
,12140.0
119.0,12140.0
119.0,12140.0
,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
119.0,12140.0
,12140.0
119.0,12140.0
119.0,12140.0
119.0,12160.0
119.0,12140.0
119.0,
119.0,
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12180.0
119.0,12180.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,12160.0
119.0,
119.0,
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
120.0,12180.0
119.0,12180.0
120.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
119.0,12180.0
,12180.0
,12180.0
119.0,12180.0
119.0,12180.0
,12200.0
119.0,12200.0
118.0,12200.0
118.0,12200.0
119.0,12200.0
119.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,
118.0,
119.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,
118.0,
118.0,12200.0
118.0,12200.0
118.0,12200.0
118.0,12200.0
117.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
118.0,12220.0
117.0,12220.0
118.0,12220.0
117.0,12220.0
,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,
117.0,12220.0
117.0,12220.0
117.0,12220.0
117.0,12240.0
117.0,12240.0
117.0,12240.0
116.0,12240.0
116.0,12220.0
116.0,12220.0
116.0,12220.0
116.0,12240.0
116.0,12240.0
,12240.0
116.0,12240.0
,12240.0
,12240.0
117.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12240.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
116.0,12260.0
,12260.0
,12260.0
,12260.0
,12260.0
,12260.0
116.0,12260.0
,12260.0
,12260.0
,12260.0
,12260.0
,12260.0
116.0,12260.0
,12260.0
116.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,12260.0
115.0,
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
115.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
,12280.0
,12280.0
116.0,12280.0
,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
117.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
117.0,12280.0
116.0,12280.0
116.0,12280.0
116.0,12280.0
117.0,12280.0
116.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
117.0,12280.0
,12280.0
117.0,
117.0,12280.0
117.0,12280.0
117.0,12280.0
,
118.0,12280.0
118.0,12280.0
118.0,12280.0
118.0,12280.0
118.0,12280.0
118.0,12280.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
118.0,12260.0
119.0,12260.0
119.0,12260.0
119.0,12260.0
119.0,12260.0
119.0,12260.0
119.0,12260.0
,12260.0
119.0,12260.0
120.0,12260.0
119.0,12260.0
119.0,12260.0
120.0,12260.0
120.0,12260.0
120.0,12260.0
120.0,12260.0
120.0,12260.0
120.0,12260.0
119.0,12260.0
120.0,12240.0
120.0,12240.0
120.0,12240.0
120.0,12240.0
120.0,12240.0
120.0,12240.0
120.0,12240.0
121.0,12240.0
121.0,12240.0
,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
121.0,12240.0
122.0,12240.0
122.0,12240.0
122.0,12240.0
122.0,
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
122.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12220.0
123.0,12200.0
123.0,12200.0
123.0,12220.0
123.0,12220.0
123.0,12200.0
124.0,12200.0
124.0,12200.0
,
,12200.0
124.0,12200.0
124.0,12200.0
124.0,12200.0
124.0,12200.0
,12200.0
124.0,12200.0
124.0,12200.0
124.0,12200.0
124.0,12200.0
125.0,12180.0
125.0,12200.0
124.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
125.0,12180.0
126.0,12180.0
126.0,12180.0
125.0,12180.0
125.0,12180.0
,12180.0
126.0,12180.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12180.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
126.0,12160.0
127.0,12160.0
126.0,
127.0,12160.0
127.0,12160.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
127.0,12140.0
128.0,12140.0
128.0,12140.0
128.0,12140.0
128.0,12120.0
128.0,12120.0
128.0,12140.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
129.0,12120.0
128.0,12120.0
128.0,12120.0
128.0,12120.0
129.0,12100.0
129.0,12100.0
129.0,
129.0,12100.0
129.0,12100.0
129.0,12100.0
129.0,12100.0
129.0,12100.0
130.0,12100.0
130.0,12100.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
130.0,12080.0
131.0,12080.0
131.0,12080.0
131.0,12080.0
131.0,12060.0
131.0,12080.0
131.0,12060.0
131.0,12060.0
131.0,12060.0
131.0,12060.0
132.0,12060.0
131.0,12060.0
132.0,12040.0
132.0,12060.0
132.0,12040.0
132.0,12040.0
132.0,12040.0
132.0,12040.0
132.0,12040.0
132.0,12040.0
132.0,
132.0,12040.0
133.0,12020.0
133.0,12020.0
133.0,12020.0
133.0,12020.0
133.0,12020.0
133.0,12020.0
133.0,12020.0
133.0,12000.0
134.0,12000.0
134.0,12000.0
134.0,12000.0
134.0,12000.0
134.0,12000.0
134.0,11980.0
134.0,11980.0
135.0,11980.0
135.0,11980.0
135.0,11980.0
,11980.0
135.0,11980.0
135.0,11980.0
135.0,11960.0
135.0,11980.0
136.0,11960.0
136.0,11960.0
136.0,11960.0
136.0,11960.0
136.0,11960.0
136.0,11940.0
136.0,11940.0
137.0,11940.0
137.0,11940.0
137.0,11940.0
137.0,11940.0
137.0,11920.0
137.0,11920.0
137.0,11920.0
138.0,11920.0
138.0,11920.0
138.0,11920.0
138.0,11900.0
138.0,11900.0
138.0,11900.0
138.0,11900.0
138.0,11900.0
138.0,11900.0
139.0,11880.0
138.0,11880.0
139.0,11880.0
139.0,11880.0
139.0,11880.0
139.0,11880.0
139.0,11880.0
140.0,11860.0
140.0,11860.0
140.0,11860.0
140.0,11860.0
140.0,11860.0
140.0,11860.0
140.0,11840.0
140.0,11840.0
141.0,11840.0
141.0,11840.0
141.0,11840.0
141.0,11820.0
141.0,11820.0
141.0,11820.0
142.0,11820.0
142.0,11820.0
142.0,11820.0
142.0,11820.0
142.0,11820.0
142.0,11800.0
142.0,
142.0,11800.0
,11800.0
143.0,11800.0
143.0,11780.0
143.0,11780.0
143.0,11780.0
143.0,11780.0
143.0,11780.0
143.0,11780.0
143.0,11780.0
143.0,11760.0
143.0,11780.0
143.0,11760.0
144.0,11760.0
144.0,11760.0
144.0,11760.0
144.0,11740.0
144.0,11740.0
144.0,11740.0
144.0,11740.0
144.0,11740.0
144.0,11740.0
144.0,11740.0
144.0,11720.0
144.0,11720.0
145.0,11720.0
145.0,11720.0
144.0,11720.0
145.0,11720.0
145.0,11720.0
145.0,11720.0
145.0,11700.0
145.0,11700.0
145.0,11700.0
145.0,
145.0,11700.0
,11700.0
145.0,11700.0
145.0,11680.0
,11680.0
146.0,11680.0
145.0,11680.0
145.0,
145.0,11680.0
,11680.0
146.0,11680.0
146.0,11680.0
145.0,11660.0
146.0,11660.0
146.0,11660.0
146.0,11660.0
146.0,11660.0
146.0,11660.0
,11660.0
,11660.0
,11660.0
,11660.0
,11640.0
,11640.0
,11640.0
,11640.0
146.0,11640.0
146.0,11640.0
,11640.0
,11640.0
146.0,11620.0
,11640.0
146.0,11620.0
146.0,11620.0
146.0,11620.0
146.0,11620.0
146.0,11620.0
146.0,11620.0
145.0,11620.0
145.0,11620.0
145.0,11620.0
145.0,11620.0
146.0,11600.0
146.0,11600.0
146.0,11600.0
145.0,
145.0,11600.0
145.0,11600.0
145.0,11600.0
145.0,11600.0
145.0,11600.0
145.0,11600.0
